id,title,rating,date,body,sentiment,category,satisfied,text
2043,Livraison à la date annoncée.,5,2024-06-06 00:00:00+00:00,Livraison à la date annoncée.,Negative,Shipping,1,Livraison à la date annoncée. Livraison à la date annoncée.
2044,Des années que je suis client chez eux…,1,2024-06-07 00:00:00+00:00,"Des années que je suis client chez eux (anciennement appelé priceminister) et depuis j'arrive à saturation avec leur service client laborieux :

1) Un délai très court pour répondre aux questions et démarche pendant une réclamation.

2) Les mêmes questions à répétition alors que déjà répondu lors de la réclamation. 

3) Des liens envoyés qui plantent donc impossible de répondre au SAV (via l'appli)

4) C'est la croix et la bannière pour rentrer en contact direct avec le SAV (......)

5) Pas d'étiquette prépayée pour retourner un article et le montant remboursé des frais de retour ne correspond pas au montant réel.

6) SAV qui se permet à plusieurs reprise de supprimer des commentaires négatifs (absolument pas injurieux) suite à de mauvaise expérience auprès de vendeurs malhonnêtes.",Negative,Customer Service,0,"Des années que je suis client chez eux… Des années que je suis client chez eux (anciennement appelé priceminister) et depuis j'arrive à saturation avec leur service client laborieux :

1) Un délai très court pour répondre aux questions et démarche pendant une réclamation.

2) Les mêmes questions à répétition alors que déjà répondu lors de la réclamation. 

3) Des liens envoyés qui plantent donc impossible de répondre au SAV (via l'appli)

4) C'est la croix et la bannière pour rentrer en contact direct avec le SAV (......)

5) Pas d'étiquette prépayée pour retourner un article et le montant remboursé des frais de retour ne correspond pas au montant réel.

6) SAV qui se permet à plusieurs reprise de supprimer des commentaires négatifs (absolument pas injurieux) suite à de mauvaise expérience auprès de vendeurs malhonnêtes."
2045,Four acheté via Rakuten sur Boulanger…,1,2024-06-06 00:00:00+00:00,"Four acheté via Rakuten sur Boulanger pro, le problème est que la facture arrive pour l'adresse de livraison qui n'est pas à mon nom donc impossible de réclamer l'ODR en cours. Choix de renvoi du four, comme c'est marqueé sur le site dans n'importe quel magasin Boulanger, mais non, seule possibilité renvoi postal en recommandé a Hénin Beaumont",Negative,Customer Service,0,"Four acheté via Rakuten sur Boulanger… Four acheté via Rakuten sur Boulanger pro, le problème est que la facture arrive pour l'adresse de livraison qui n'est pas à mon nom donc impossible de réclamer l'ODR en cours. Choix de renvoi du four, comme c'est marqueé sur le site dans n'importe quel magasin Boulanger, mais non, seule possibilité renvoi postal en recommandé a Hénin Beaumont"
2046,Toujours en attente d un colis depuis 8jours,2,2024-06-06 00:00:00+00:00,"Toujours e attente d un colis pepuis 8 jours.
",Negative,Shipping,0,"Toujours en attente d un colis depuis 8jours Toujours e attente d un colis pepuis 8 jours.
"
2047,Jamais eu de problème avec Rakuten,5,2024-06-06 00:00:00+00:00,Jamais eu de problème avec Rakuten. Très souvent des livraisons rapides et toujours au bon prix ,Negative,Customer Service,1,Jamais eu de problème avec Rakuten Jamais eu de problème avec Rakuten. Très souvent des livraisons rapides et toujours au bon prix 
2048,articles,3,2023-06-09 00:00:00+00:00,"bonjour, choisissez mieux vos vendeur car plusieurs de vos vendeur mettent en vente des article qui ne son pas disponible. merci cordialement.",Negative,Marketplace,0,"articles bonjour, choisissez mieux vos vendeur car plusieurs de vos vendeur mettent en vente des article qui ne son pas disponible. merci cordialement."
2049,Super reçu vite et très bien emballer,5,2024-06-06 00:00:00+00:00,Super reçu vite et très bien emballer,Positive,Uncategorized,1,Super reçu vite et très bien emballer Super reçu vite et très bien emballer
2050,Réactivé et délai respecté,5,2024-06-06 00:00:00+00:00,Réactivé et délai respecté ,Neutral,Shipping,1,Réactivé et délai respecté Réactivé et délai respecté 
2051,Très facile à utiliser,5,2024-06-06 00:00:00+00:00,Très facile à utiliser ,Neutral,Uncategorized,1,Très facile à utiliser Très facile à utiliser 
2052,très contente  de ma livraison rien a…,5,2024-06-02 00:00:00+00:00,très contente  de ma livraison rien a dire bien emballé article comme neuf,Neutral,Shipping,1,très contente  de ma livraison rien a… très contente  de ma livraison rien a dire bien emballé article comme neuf
2053,Commande très facile ,5,2024-06-06 00:00:00+00:00,Très bonne interface ,Neutral,Customer Service,1,Commande très facile  Très bonne interface 
2054,Tout ce que l’on peut attendre d’une…,5,2024-06-06 00:00:00+00:00,Tout ce que l’on peut attendre d’une plateforme réactive !,Negative,Uncategorized,1,Tout ce que l’on peut attendre d’une… Tout ce que l’on peut attendre d’une plateforme réactive !
2055,Top !,5,2024-06-06 00:00:00+00:00,"Chaque commande se passe toujours très bien. Les délais sont courts, les descriptions sont correctes et les prix doux. J'en suis très satisfait !",Positive,Customer Service,1,"Top ! Chaque commande se passe toujours très bien. Les délais sont courts, les descriptions sont correctes et les prix doux. J'en suis très satisfait !"
2057,j'ai reçu ma commande en temps et en…,5,2024-06-06 00:00:00+00:00,"j'ai reçu ma commande en temps et en heure, comme prévu",Negative,Customer Service,1,"j'ai reçu ma commande en temps et en… j'ai reçu ma commande en temps et en heure, comme prévu"
2058,Très bon service,5,2024-06-06 00:00:00+00:00,Grand  choix de livres à prix très intéressants,Negative,Customer Service,1,Très bon service Grand  choix de livres à prix très intéressants
2059,Toujours satisfait ,5,2024-06-06 00:00:00+00:00,"Comme lors de chaque commande sur rakuten suis satisfait de la qualité de l’expédition, du suivi et de la rapidité du service ",Neutral,Customer Service,1,"Toujours satisfait  Comme lors de chaque commande sur rakuten suis satisfait de la qualité de l’expédition, du suivi et de la rapidité du service "
2060,L envie d avoir envie ,5,2024-06-06 00:00:00+00:00,Cette entreprise est très satisfait rapport qualité prix ,Neutral,Uncategorized,1,L envie d avoir envie  Cette entreprise est très satisfait rapport qualité prix 
2062,tres bien livraison rapide merci,5,2024-06-06 00:00:00+00:00,tres bien livraison rapide merci,Positive,Shipping,1,tres bien livraison rapide merci tres bien livraison rapide merci
2063,Parfait,5,2024-06-06 00:00:00+00:00,"Très rapide
Bien irganisé
Pas cher
Qualité
Merci",Positive,Uncategorized,1,"Parfait Très rapide
Bien irganisé
Pas cher
Qualité
Merci"
2064,Livre non reçu aucune explication je…,2,2024-06-06 00:00:00+00:00,Livre non reçu aucune explication je fais une réclamation on me dit qu on me remboursera sous 48h 10j plus tard rien,Negative,Customer Service,0,Livre non reçu aucune explication je… Livre non reçu aucune explication je fais une réclamation on me dit qu on me remboursera sous 48h 10j plus tard rien
2065,Prix très attractif,5,2024-06-06 00:00:00+00:00,"Prix très attractif, bonne communication avec le vendeur.",Neutral,Uncategorized,1,"Prix très attractif Prix très attractif, bonne communication avec le vendeur."
2066,SAV nul n'assumant pas ses responsabilité,1,2024-06-07 00:00:00+00:00,"J'ai effectué un achat d'un samsung galaxy s22 ultra il y a un an sur Rakuten.fr. Aujourd'hui, le téléphone ne capte plus de réseau et j'essai de déclencher la garantie 2 ans. Je contact en premier temps Samsung qui découvrent que le téléphone vient d'Amérique et du coup en France ils ne réparent que les téléphone venant d'Europe, on me conseil de me retourner vers le vendeur. Je contact donc Rakuten qui me dit de voir directement avec le vendeur qui lui est injoignable et a quitté la plateforme et ne répond pas aux emails. Donc clairement acheter sur Rakuten n'est en aucun cas un gage de garantie et le client doit se débrouiller par lui même.... 800 euros partie en fumée...
Je déconseille fortement cette plateforme qui n'assume pas ces responsabilités et qui permet à des vendeur éphémères de vendre un article et se barrer en laissant les client sans garantie pourtant vendue avec le produit.... ",Negative,Electronics,0,"SAV nul n'assumant pas ses responsabilité J'ai effectué un achat d'un samsung galaxy s22 ultra il y a un an sur Rakuten.fr. Aujourd'hui, le téléphone ne capte plus de réseau et j'essai de déclencher la garantie 2 ans. Je contact en premier temps Samsung qui découvrent que le téléphone vient d'Amérique et du coup en France ils ne réparent que les téléphone venant d'Europe, on me conseil de me retourner vers le vendeur. Je contact donc Rakuten qui me dit de voir directement avec le vendeur qui lui est injoignable et a quitté la plateforme et ne répond pas aux emails. Donc clairement acheter sur Rakuten n'est en aucun cas un gage de garantie et le client doit se débrouiller par lui même.... 800 euros partie en fumée...
Je déconseille fortement cette plateforme qui n'assume pas ces responsabilités et qui permet à des vendeur éphémères de vendre un article et se barrer en laissant les client sans garantie pourtant vendue avec le produit.... "
2067,2 litiges chez le meme vendeur pro,1,2024-05-29 00:00:00+00:00,"Un achat le 10 avril chez rarewaves-uk pour 2 jeux ps5 et recu 2 jeux switch
Litige et réclamation traité 
Je recommande le 28 avril chez le même marchand en pensant qu’il s’agissait d une erreur.
De nouveau litige pour la même raison
Re litige et réclamation traitée.
Ok j’ai été remboursé mais il va falloir vraiment se pencher sur ce vendeur 
Merci ",Negative,Customer Service,0,"2 litiges chez le meme vendeur pro Un achat le 10 avril chez rarewaves-uk pour 2 jeux ps5 et recu 2 jeux switch
Litige et réclamation traité 
Je recommande le 28 avril chez le même marchand en pensant qu’il s’agissait d une erreur.
De nouveau litige pour la même raison
Re litige et réclamation traitée.
Ok j’ai été remboursé mais il va falloir vraiment se pencher sur ce vendeur 
Merci "
2068,Excellent,5,2024-05-25 00:00:00+00:00,"Excellent. Le produit est correct et indiqué. Pendant le temps d'attente, j'ai été informé en permanence.",Neutral,Marketplace,1,"Excellent Excellent. Le produit est correct et indiqué. Pendant le temps d'attente, j'ai été informé en permanence."
2069,Tout est fait pour vous décourager et…,1,2024-05-06 00:00:00+00:00,Tout est fait pour vous décourager et vous faire galérer en cas de problème. Aucune adresse email de disponible et des conseillers téléphoniques qui ne vous aideront pas. Accrochez vous en cas de problème. Je vous conseille plutôt de toujours choisir amazon autant que possible qui eux régleront votre problème immédiatement. ,Negative,Customer Service,0,Tout est fait pour vous décourager et… Tout est fait pour vous décourager et vous faire galérer en cas de problème. Aucune adresse email de disponible et des conseillers téléphoniques qui ne vous aideront pas. Accrochez vous en cas de problème. Je vous conseille plutôt de toujours choisir amazon autant que possible qui eux régleront votre problème immédiatement. 
2070,arnaque totale/ service client catastrophe!!!,1,2024-06-02 00:00:00+00:00,"J'ai acheté un téléphone affiché neuf alors qu'il est en vrai reconditionné ! et au bout de moins de 1 mois, le tactil ne fonctionne plus. J'ai contacté le vendeur mais aussi le service client Rakuten mais rien n'est fait portant le téléphone est garantie 2 ans! Je vous déconseille fortement Rakuten. Et pour moi, je dois achter un téléphone ailleurs. Arnaque totale.

Comme vous avez demandé, voici la Référence (SAV) : 923181067 et la Date : 03/04/2024 - 15:05

alors la répnse Mme Lucie?",Negative,Electronics,0,"arnaque totale/ service client catastrophe!!! J'ai acheté un téléphone affiché neuf alors qu'il est en vrai reconditionné ! et au bout de moins de 1 mois, le tactil ne fonctionne plus. J'ai contacté le vendeur mais aussi le service client Rakuten mais rien n'est fait portant le téléphone est garantie 2 ans! Je vous déconseille fortement Rakuten. Et pour moi, je dois achter un téléphone ailleurs. Arnaque totale.

Comme vous avez demandé, voici la Référence (SAV) : 923181067 et la Date : 03/04/2024 - 15:05

alors la répnse Mme Lucie?"
2071,cela fait tres longtemps que je bosse…,5,2024-06-05 00:00:00+00:00,cela fait tres longtemps que je bosse avec  rakuten c'est du solide,Negative,Uncategorized,1,cela fait tres longtemps que je bosse… cela fait tres longtemps que je bosse avec  rakuten c'est du solide
2072,C'est une catastrophe,1,2024-01-23 00:00:00+00:00,"C'est une catastrophe, leur politique c'est de laisser n'importe qui vendre, des voleurs des escrocs sans aucune sécurité derrière. Il suffit d'une erreur et vous perdez gros. Passez votre chemin, un groupe d'escrocs qui valident des vendeurs sans scrupules. Dernière fois pour moi. Je ne vous recommande pas du tout d'aller chez eux, aucune fiabilité.",Negative,Customer Service,0,"C'est une catastrophe C'est une catastrophe, leur politique c'est de laisser n'importe qui vendre, des voleurs des escrocs sans aucune sécurité derrière. Il suffit d'une erreur et vous perdez gros. Passez votre chemin, un groupe d'escrocs qui valident des vendeurs sans scrupules. Dernière fois pour moi. Je ne vous recommande pas du tout d'aller chez eux, aucune fiabilité."
2073,Arnaqueurs doublé de voleurs ,1,2024-01-23 00:00:00+00:00,"Si on pouvait mettre 0 étoiles, on l'aurait fait.
C'est des arnaqueurs. Soyez très prudents, les vendeurs sur cette plateforme ne sont pas fiables.
Service client de cette plateforme est une catastrophe, désagréable.
Allez vers d'autres site plus sérieux et fiables.",Negative,Customer Service,0,"Arnaqueurs doublé de voleurs  Si on pouvait mettre 0 étoiles, on l'aurait fait.
C'est des arnaqueurs. Soyez très prudents, les vendeurs sur cette plateforme ne sont pas fiables.
Service client de cette plateforme est une catastrophe, désagréable.
Allez vers d'autres site plus sérieux et fiables."
2074,Satisfaite de cette transaction,5,2024-06-05 00:00:00+00:00,Satisfaite de cette transaction.  Livre en très bon état.  Reçu rapidement ,Positive,Uncategorized,1,Satisfaite de cette transaction Satisfaite de cette transaction.  Livre en très bon état.  Reçu rapidement 
2075,SAV vous complique la vie,1,2024-05-20 00:00:00+00:00,"J'avais l'habitude de commander sur ce site sans problème, mais dès que j'ai eu un produit mal fait, c'est une galère avec le service client qui répond pas au téléphone, et traitement de réclamation très lente, sans aucune possibilité de relance par email ni par tel!
un simple demande de retour et remboursement devient impossible même dans le délais des 14 jours légal post achat.",Negative,Electronics,0,"SAV vous complique la vie J'avais l'habitude de commander sur ce site sans problème, mais dès que j'ai eu un produit mal fait, c'est une galère avec le service client qui répond pas au téléphone, et traitement de réclamation très lente, sans aucune possibilité de relance par email ni par tel!
un simple demande de retour et remboursement devient impossible même dans le délais des 14 jours légal post achat."
2076,impossible d'échanger avec le service client rakuten depuis l'espace client rakuten,1,2024-06-06 00:00:00+00:00,"Bonjour, suite à un achat sur votre site le 24 mai, et le colis n'étant toujours pas arrivé (il est chez chronopost depuis 10 jours qui visiblement l'a perdu), j'ai adressé une réclamation sur votre site et vous m'avez répondu sur mon espace client que j'ai bien pris rdv avec chronopost, mais le problème est précisement que le produit n'est pas livré et je n'ai toujours pas de nouvelle d'eux ! j'aimerais répondre à votre réponse mais c'est techniquement impossible, sur l'interface Rakuten est indiqué  : ""Bien entendu, si vous avez la moindre réclamation n'hésitez pas à revenir vers moi via le formulaire ci-dessous :"" et il n'y a pas de formulaire ! c'est donc impossible d'échanger avec vous, et je suis donc contraint de le faire en déposant cet avis ! Merci de me contacter pour que vous interveniez auprès de chronopost SVP",Negative,Customer Service,0,"impossible d'échanger avec le service client rakuten depuis l'espace client rakuten Bonjour, suite à un achat sur votre site le 24 mai, et le colis n'étant toujours pas arrivé (il est chez chronopost depuis 10 jours qui visiblement l'a perdu), j'ai adressé une réclamation sur votre site et vous m'avez répondu sur mon espace client que j'ai bien pris rdv avec chronopost, mais le problème est précisement que le produit n'est pas livré et je n'ai toujours pas de nouvelle d'eux ! j'aimerais répondre à votre réponse mais c'est techniquement impossible, sur l'interface Rakuten est indiqué  : ""Bien entendu, si vous avez la moindre réclamation n'hésitez pas à revenir vers moi via le formulaire ci-dessous :"" et il n'y a pas de formulaire ! c'est donc impossible d'échanger avec vous, et je suis donc contraint de le faire en déposant cet avis ! Merci de me contacter pour que vous interveniez auprès de chronopost SVP"
2077,Une étoile c’est déjà beaucoup.,1,2024-05-23 00:00:00+00:00,"Une étoile c’est déjà beaucoup.

Colis marqué livré jamais reçu (en recommandé) une enquête est ouverte par le transporteur et malgré cette preuve, rakuten refuse de me rembourser et me demande des documents personnels. ",Negative,Shipping,0,"Une étoile c’est déjà beaucoup. Une étoile c’est déjà beaucoup.

Colis marqué livré jamais reçu (en recommandé) une enquête est ouverte par le transporteur et malgré cette preuve, rakuten refuse de me rembourser et me demande des documents personnels. "
2078,J'ai commandé un téléphone neuf,1,2023-12-15 00:00:00+00:00,J'ai commandé un téléphone neuf. 3 semaines après la livraison l'écran est tombé en panne. Rakuten m'a envoyé vers son fournisseur. J'ai du envoyé mon téléphone à HONGKONG ! Depuis plus de nouvelles. La loi dit que c'est le vendeur qui est responsable du SAV. Rakuten a bien encaissé mon achat mais refuse le SAV ou le remboursement. Peut-on appeler ça du vol ?,Neutral,Electronics,0,J'ai commandé un téléphone neuf J'ai commandé un téléphone neuf. 3 semaines après la livraison l'écran est tombé en panne. Rakuten m'a envoyé vers son fournisseur. J'ai du envoyé mon téléphone à HONGKONG ! Depuis plus de nouvelles. La loi dit que c'est le vendeur qui est responsable du SAV. Rakuten a bien encaissé mon achat mais refuse le SAV ou le remboursement. Peut-on appeler ça du vol ?
2079,CD Rammstein Édition Spéciale Digipack,5,2024-05-02 00:00:00+00:00,"Article conforme à la description, reçu dans un emballage soigné et dans le délai prévu.",Negative,Shipping,1,"CD Rammstein Édition Spéciale Digipack Article conforme à la description, reçu dans un emballage soigné et dans le délai prévu."
2080,Rapidité très bon état du produit ,5,2024-06-02 00:00:00+00:00,"Rapidité très bon état du produit , très satisfait ",Neutral,Marketplace,1,"Rapidité très bon état du produit  Rapidité très bon état du produit , très satisfait "
2081,Très bien ,5,2024-05-27 00:00:00+00:00,Livraison rapide et correspondante à la demande ,Positive,Shipping,1,Très bien  Livraison rapide et correspondante à la demande 
2082,Descriptif article mensonger ,1,2024-05-27 00:00:00+00:00,"Commande passée pour 2 iphone 15 pro, chez un vendeur pro. 
Le descriptif de l’article indique bien qu’il s’agit d’un modèle européen.
Or, il fallait bien lire entre les lignes et comprendre que le modèle A3104 était en fait un modèle chinois.
Colis refusé, retour à l’expéditeur.. aucun signe de vie du vendeur et toujours dans l’attente d’un remboursement de presque 2000€.
Première et dernière commande chez Rakuten.. mieux vaut payer un peu plus cher et éviter l’arnaque !",Negative,Electronics,0,"Descriptif article mensonger  Commande passée pour 2 iphone 15 pro, chez un vendeur pro. 
Le descriptif de l’article indique bien qu’il s’agit d’un modèle européen.
Or, il fallait bien lire entre les lignes et comprendre que le modèle A3104 était en fait un modèle chinois.
Colis refusé, retour à l’expéditeur.. aucun signe de vie du vendeur et toujours dans l’attente d’un remboursement de presque 2000€.
Première et dernière commande chez Rakuten.. mieux vaut payer un peu plus cher et éviter l’arnaque !"
2083,Rarement navigué sur un site aussi mal…,1,2024-06-05 00:00:00+00:00,"Rarement navigué sur un site aussi mal conçu 
Impossible de changer son adresse
Impossible de payer et panier longuement constitué disparu !!",Negative,Marketplace,0,"Rarement navigué sur un site aussi mal… Rarement navigué sur un site aussi mal conçu 
Impossible de changer son adresse
Impossible de payer et panier longuement constitué disparu !!"
2084,Produit bien noté,5,2024-06-04 00:00:00+00:00,"Produit bien noté 
",Neutral,Marketplace,1,"Produit bien noté Produit bien noté 
"
2085,Deux commandes passées,5,2024-06-02 00:00:00+00:00,"Deux commandes passées, rapide et efficace",Negative,Customer Service,1,"Deux commandes passées Deux commandes passées, rapide et efficace"
2086,Transaction conforme à mes attentes,5,2024-06-03 00:00:00+00:00,"Transaction conforme à mes attentes. 
Produit fidèle au descriptif. Prix raisonnable. Envoi rapide. ",Neutral,Shipping,1,"Transaction conforme à mes attentes Transaction conforme à mes attentes. 
Produit fidèle au descriptif. Prix raisonnable. Envoi rapide. "
2087,Ce n'est pas la meilleure plateforme pour vendre de l'occasion,1,2024-06-03 00:00:00+00:00,"Des frais exorbitants pour les vendeurs de produits d'occasion (le prix brut que vous indiquez est bien celui payé par les acheteurs mais pas le montant que vous toucherez, ce n'est pas très transparent, ni clairement indiqué au moment de la mise en ligne...) et surtout... un service client déplorable, qui, lorsqu'une vente ne se déroule pas bien, n'est pas la pour vous aider.

Bref, je pense qu'il est temps de se tourner vers une plateforme plus ""locale"" et plus sérieuse.
",Negative,Customer Service,0,"Ce n'est pas la meilleure plateforme pour vendre de l'occasion Des frais exorbitants pour les vendeurs de produits d'occasion (le prix brut que vous indiquez est bien celui payé par les acheteurs mais pas le montant que vous toucherez, ce n'est pas très transparent, ni clairement indiqué au moment de la mise en ligne...) et surtout... un service client déplorable, qui, lorsqu'une vente ne se déroule pas bien, n'est pas la pour vous aider.

Bref, je pense qu'il est temps de se tourner vers une plateforme plus ""locale"" et plus sérieuse.
"
2088,Colis non reçu il me dise que j ai 30…,1,2024-06-05 00:00:00+00:00,"Colis non reçu il me dise que j ai 30 jours pour le signaler après réception le problème c est que je n ai toujours pas reçu
Ils mettent des systèmes de suivi qu ils ne consultent même pas LAMENTABLE !!!!!!!!",Negative,Customer Service,0,"Colis non reçu il me dise que j ai 30… Colis non reçu il me dise que j ai 30 jours pour le signaler après réception le problème c est que je n ai toujours pas reçu
Ils mettent des systèmes de suivi qu ils ne consultent même pas LAMENTABLE !!!!!!!!"
2089,Très bon suivi du début jusqu'à la fin…,5,2024-05-30 00:00:00+00:00,"Très bon suivi du début jusqu'à la fin du produit commandé 
",Negative,Marketplace,1,"Très bon suivi du début jusqu'à la fin… Très bon suivi du début jusqu'à la fin du produit commandé 
"
2090,Ras pas de problème ,5,2024-05-30 00:00:00+00:00,R a s  pas de problème a signaler ,Negative,Customer Service,1,Ras pas de problème  R a s  pas de problème a signaler 
2091,"Bon comparatif produits,livraison…",5,2024-05-27 00:00:00+00:00,"Bon comparatif produits,livraison rapide.",Neutral,Shipping,1,"Bon comparatif produits,livraison… Bon comparatif produits,livraison rapide."
2092,on trouve toujours tout chez Rakuten,5,2024-06-04 00:00:00+00:00,"on trouve toujours tout chez Rakuten, et les livraisons sont toujours sérieuses. Bravo!",Negative,Shipping,1,"on trouve toujours tout chez Rakuten on trouve toujours tout chez Rakuten, et les livraisons sont toujours sérieuses. Bravo!"
2093,Bon système mais par contre mais par…,4,2024-04-18 00:00:00+00:00,Bon système mais par contre mais par contre le pourcentage sur la vente est énorme c'est pour cela que j'ai mis 4 étoiles ,Negative,Marketplace,1,Bon système mais par contre mais par… Bon système mais par contre mais par contre le pourcentage sur la vente est énorme c'est pour cela que j'ai mis 4 étoiles 
2094,Envoie rapide et soigné,5,2024-06-04 00:00:00+00:00,Envoie rapide et soigné ,Neutral,Shipping,1,Envoie rapide et soigné Envoie rapide et soigné 
2095,Facile à mettre en vente ses articles mais,4,2024-06-04 00:00:00+00:00,"Facile à mettre en vente ses articles, mais l'argent est viré trop tardivement ",Negative,Marketplace,1,"Facile à mettre en vente ses articles mais Facile à mettre en vente ses articles, mais l'argent est viré trop tardivement "
2096,prix très intéressant pour mon article…,5,2024-06-04 00:00:00+00:00,"prix très intéressant pour mon article , livraison dans les temps ",Negative,Shipping,1,"prix très intéressant pour mon article… prix très intéressant pour mon article , livraison dans les temps "
2097,Merci à toute l'équipe.,5,2024-06-02 00:00:00+00:00,"Merci à toute l'équipe.
Vous avez assuré sur toutes mes demandes.
Vous êtes de vrais professionnels.

Bonne continuation.",Neutral,Uncategorized,1,"Merci à toute l'équipe. Merci à toute l'équipe.
Vous avez assuré sur toutes mes demandes.
Vous êtes de vrais professionnels.

Bonne continuation."
2098,Rakuten (ancien Priceminister) est…,5,2024-05-31 00:00:00+00:00,"Rakuten (ancien Priceminister) est toujours un bon site de transaction, jamais déçu (pour le moment) et on y trouve presque tout. Donc tout va très bien.",Negative,Marketplace,1,"Rakuten (ancien Priceminister) est… Rakuten (ancien Priceminister) est toujours un bon site de transaction, jamais déçu (pour le moment) et on y trouve presque tout. Donc tout va très bien."
2099,Richesse des offres,5,2024-05-25 00:00:00+00:00,Clarté du site-navigation facile-offres bien détaillées-Tatifs intéressants-offres de paiement variées-suivi des commandes,Neutral,Customer Service,1,Richesse des offres Clarté du site-navigation facile-offres bien détaillées-Tatifs intéressants-offres de paiement variées-suivi des commandes
2100,Service client nulle ,1,2024-05-24 00:00:00+00:00,"Service client nulle ! 
Au bout de 24h sans réponse à ma demande d'utilisation de la couteuse et imposée garantie satisfait ou remboursé, appel 5 fois de suite au service client et mon problème n'est toujours pas résolu
- 1 er appel où on m'envoi un lien qui n'est pas le bon
- 2eme appel : on m'indique une autre procédure
- 3 eme appel : La personne me met en attente et l'appel se coupe au bout de quelques minute
- 4 eme appel : la personne doit me rappeler après avoir étudié ma demande.Spoiler alerte : elle ne rappellera pas 
-5 eme appel: La personne me met en attente et l'appel se coupe au bout de 15 minutes
Merci pour la perte de temps et d'argent. Merci de mettre au point votre procédure avant d'imposer un service !
Finalement au bout d'une semaine la garantie a été refusé en m'ennumerant une liste de raisons possibles sans me dire par laquelle je suis concernée. J'ai demandé des précisions, au bout de 24h, toujours aucune réponse !

Édit : j'ai bien reçu un mail le 13/06 qui me demandais d'envoyer une preuve que j'ai bien rempli le bon formulaire dans les temps (heureusement que j'ai eu la présence d’esprit d'enregistrer une vidéo !) Mais depuis aucune réponse : d'après le service client contacté par téléphone mon dossier est en cours d'étude ""au service dédié"" ...",Negative,Electronics,0,"Service client nulle  Service client nulle ! 
Au bout de 24h sans réponse à ma demande d'utilisation de la couteuse et imposée garantie satisfait ou remboursé, appel 5 fois de suite au service client et mon problème n'est toujours pas résolu
- 1 er appel où on m'envoi un lien qui n'est pas le bon
- 2eme appel : on m'indique une autre procédure
- 3 eme appel : La personne me met en attente et l'appel se coupe au bout de quelques minute
- 4 eme appel : la personne doit me rappeler après avoir étudié ma demande.Spoiler alerte : elle ne rappellera pas 
-5 eme appel: La personne me met en attente et l'appel se coupe au bout de 15 minutes
Merci pour la perte de temps et d'argent. Merci de mettre au point votre procédure avant d'imposer un service !
Finalement au bout d'une semaine la garantie a été refusé en m'ennumerant une liste de raisons possibles sans me dire par laquelle je suis concernée. J'ai demandé des précisions, au bout de 24h, toujours aucune réponse !

Édit : j'ai bien reçu un mail le 13/06 qui me demandais d'envoyer une preuve que j'ai bien rempli le bon formulaire dans les temps (heureusement que j'ai eu la présence d’esprit d'enregistrer une vidéo !) Mais depuis aucune réponse : d'après le service client contacté par téléphone mon dossier est en cours d'étude ""au service dédié"" ..."
2101,Tout s'est parfaitement passé,5,2024-05-22 00:00:00+00:00,"Tout s'est parfaitement passé, j'ai même eu un contact téléphonique par le vendeur pour des précisions sur la livraison",Negative,Customer Service,1,"Tout s'est parfaitement passé Tout s'est parfaitement passé, j'ai même eu un contact téléphonique par le vendeur pour des précisions sur la livraison"
2102,Rapide,5,2024-05-27 00:00:00+00:00,"Rapide
RAS tout ok",Positive,Uncategorized,1,"Rapide Rapide
RAS tout ok"
2103,le livre est arrivé dans les délais et…,5,2024-05-27 00:00:00+00:00,le livre est arrivé dans les délais et en bon état,Negative,Shipping,1,le livre est arrivé dans les délais et… le livre est arrivé dans les délais et en bon état
2104,J'ai fait une réclamation aupres de vos…,1,2024-05-27 00:00:00+00:00,J'ai fait une réclamation aupres de vos services et aucune résolution ni aide de votre part. J'attends un colis depuis le 20 Mai. Votre attitude est inadmissible pour la cliente fidèle que je suis et qui jusqu'ici ne cesse de vanter le sérieux de votre site. J'attends une résolution immédiate du litige ,Negative,Customer Service,0,J'ai fait une réclamation aupres de vos… J'ai fait une réclamation aupres de vos services et aucune résolution ni aide de votre part. J'attends un colis depuis le 20 Mai. Votre attitude est inadmissible pour la cliente fidèle que je suis et qui jusqu'ici ne cesse de vanter le sérieux de votre site. J'attends une résolution immédiate du litige 
2105,Bonne expérience ,5,2024-05-27 00:00:00+00:00,"Bon site, le programme clubR est gratuit et permet de cumulé de l argent sur ses achats. De plus le service client gère très bien en cas de litige, je recommande ",Positive,Customer Service,1,"Bonne expérience  Bon site, le programme clubR est gratuit et permet de cumulé de l argent sur ses achats. De plus le service client gère très bien en cas de litige, je recommande "
2106,Rapidité ,5,2024-05-27 00:00:00+00:00,"Commande facile 
Livraison rapide 
Objet conforme ",Neutral,Customer Service,1,"Rapidité  Commande facile 
Livraison rapide 
Objet conforme "
2107,Site facile et intuitif,5,2024-05-27 00:00:00+00:00,"Site facile et intuitif. Réponse rapide.
Suivi livraison régulier. Variété produits aussi bien neuf que bonne occasion.",Positive,Shipping,1,"Site facile et intuitif Site facile et intuitif. Réponse rapide.
Suivi livraison régulier. Variété produits aussi bien neuf que bonne occasion."
2108,Livraison rapide,5,2024-06-03 00:00:00+00:00,"Livraison rapide, articles correspondant à la commande ",Neutral,Customer Service,1,"Livraison rapide Livraison rapide, articles correspondant à la commande "
