title,rating,date,body,sentiment,category,month_year,satisfied
Affreux,1,2020-12-20 00:00:00,"Affreux. Ce site est une véritable arnaque. J’ai commandé un iphone pour noël à mon fils. Celui ci n’est jamais arrivé. Et le vendeur avait disparu. Vu que rue du commerce héberge des vendeurs malhonnêtes c’est à eux de régler le problème. Nous avons été baladés, rien ne s’est passé. Vraiment très mauvaise expérience",Neutral,Electronics,2020-12,0
Des produits en rupture de stock Vendu par rueducommerce.,2,2021-02-06 09:00:57,"Je n'avais jamais eus de problème avec ce site mais la ça ne vas plus ! 

Rue du Commerce se permet de mêttre des produits en ventes sur leur site alors qu'ils ne sont pas en stock. Aucune mention "" en rupture de stock"" n'est précisé sur la fiche produit, au moment de l'achat et après l'achat.
Ma commande de 3 articles différent n'étant toujours pas validé après 5 jours je les contacte et on m'informe par téléphone que le produit n'est plus en stock. On m'annonce alors que le produit sera de retour dans 3 semaines.

On m'informe aussi que pour retirer ce produit de ma commande je dois payer des frais de ""découpage"" afin de pouvoir expédié le reste de la commande.
2 options s'offre donc à vous : annuler la commande ou payer les frais pour débloquer l'envoie du reste de la commande.

Rue du commerce vends illégalement des produits en rupture de stock sans en informé ses clients, bloque la commande, et facture des frais afin de débloqué l'ensemble de la commande pour l'expédié.
Les produits en questions sont vendu et expédié par rueducommerce.

UFC que choisir sera mis au courant rapidement car c'est illégal.",Neutral,Electronics,2021-02,0
Grosse Arnaque,1,2020-12-05 00:00:00,"Toujours en guerre avec Rue du commerce qui 5 mois après avoir prélever sur mon compte, ne veut pas me rembourser l’iPhone commandé le 5 décembre et jamais reçu malgré 4 mois de réclamation. Maintenant il serait soit disant livré depuis le 19 janvier !!! Information donnée en avril et ce serait à moi de déposer une réclamation auprès du transporteur, Inconnu jusqu’à cette semaine. C’est du vol pur et simple !!",Neutral,Electronics,2020-12,0
Je n'ai jamais reçu ma commande,1,2021-02-04 16:09:25,"Je n'ai jamais reçu ma commande (une commande de 90€ quand même.) Le SAV m'indique qu'il a été livré en me montrant comme justificatif le mot ""gardien"". Sauf que mon gardien d'immeuble n'était pas présent le jour de la livraison. Pour faire des économies (et ne pas perdre son temps avec un SAV des plus minables""  je conseille de ne pas prendre ce site.",Neutral,Customer Service,2021-02,0
Service Apres Vente désastreux,1,2020-06-08 00:00:00,"Un SAV désastreux et aucun suivi de dossier

J'ai acheté des AirPod en Juin 2020
Ils sont tombés en panne en Décembre 2020 et je demande le remplacement de ceux-ci.
RdC m'envoit un bon de retour et je retourne l'article le 23/12/2020. Le colis est reçu le 28/12/2020 par Rue Du Commerce (preuve de suivi en ligne). Et depuis le service client me dit qu'ils n'ont pas reçu le colis, puis qu'il vont faire une enquête auprès du transporteur, puis qu'ils vont faire une enquête auprès de leur SAV. Nous sommes le 03/02/2021 et toujours aucune nouvelle de la prise en charge.
Lorsque je contact le service client, ils me disent qu'il faut attendre la fin de l'enquete !!!! 6 semaines après le retour ???
Rue du Commerce = A EVITER absolument",Neutral,Customer Service,2020-06,0
J'ai commandé par erreur un disque dur…,1,2021-02-03 00:00:00,"J'ai commandé par erreur un disque dur interne à la place d'un disque dur externe. M'étant aperçu de mon erreur tout de suite après, je l'ai signalé au service client qui est sensé répondre en 24h afin d'annuler la vente et que l'article ne soit pas expédié. 2 jours après, toujours pas de réponse et article expédié, super SAV... J'ai renvoyé un message pour savoir comment retourner l'article ayant un délai de 14 jours pour le faire, la loi le permettant. J'attends le retour mais ne suis pas très optimiste quand je vois les autres commentaires...",Positive,Customer Service,2021-02,0
Service après déplorable,1,2021-02-03 00:00:00,"Service après déplorable, plusieurs rester avec des réponse évasive, soit disant il n'avait pas la référence alors quelle figurait dans les mails puis malgré  une lettre recommandée et une réclamation auprès du médiateur.
J'attends toujours leur étiquette pour le retour malgré leur engagement. J'ai saisi UFC Que Choisir.",Neutral,Customer Service,2021-02,0
"Bon prix, expédition rapide  mais prestataire de livraison lamentable",3,2021-02-02 18:11:37,"Commande d'un téléviseur sur le site (vendu et expédié par RDC). Quelques craintes après avoir constaté le nombre d'avis négatifs sur ce site et surtout après une très mauvaise expérience pour le même achat sur un autre site, qu'il m'a fallu finalement annuler après 2 mois d'attente sans expédition de ma commande...
Prix très compétitif (ce que je peux affirmer après 2 mois de veille!) et expédition rapide (dès le lendemain de la commande). 
Pointsnégatifs justifiant les 2 étoiles en moins:
1/ Jamais reçu le mail de confirmation de ma commande
2/ RDC, changez de prestataire pour la livraison!!!... FedEx c'est lamentable! Presque une semaine pour livrer après m'avoir fait croire chaque jour qu'ils me livreraient le lendemain! En plus d'être soumis à un couvre-feu dès 18h, pendant 4 jours, j'ai été contraint d'attendre pour rien de 8h à 14h chez moi!",Neutral,Customer Service,2021-02,0
Rue du commerce bloque mon remboursement,1,2021-02-01 13:13:09,"J'ai commandé un article chez un partenaire, le lendemain j'ai annulé ma commande mais elle était déja expédiée, j'ai alors refusé la livraison et contacté le vendeur, ce dernier m'a remboursé (preuve à l'appui)
mais le remboursement est bloqué par RDC depuis 2 semaines maintenant et aucun moyen de les contacter sans payer !
(le vendeur m'a confirmé que l'argent leur avait été retiré et que RDC leur disait m'avoir remboursé)
Ne commandez jamais sur Rue du Commerce",Neutral,Customer Service,2021-02,0
Arnaque avec leur pack reprise…,1,2021-02-01 07:57:21,"Arnaque avec leur pack reprise inutilisable car pas de produit en stock, iphone repris et pas possible d'acheter un iphone 12 pro.
Reste plus que le recours à la dgccrf",Neutral,Electronics,2021-02,0
"Factures non accessibles, commande bloquée",1,2021-01-31 12:10:17,"Les factures ne sont pas accessibles sur le suivi de commandes, ni ailleurs, elles ne sont pas non plus jointes aux mails. Service clients inaccessible ou hors de prix ! C'est une blague ce site ?
Si on reply à leur adresse mail: ""Cette adresse est une adresse d'envoi uniquement.
Si vous souhaitez nous contacter, merci de vous connecter directement à votre compte sur le site"" 

Je vous invite à essayer de les contacter à travers le site, pour avoir une facture par exemple, vous allez rigoler.

""Les commandes validées après 14 H sont expédiées le lendemain""
J'ai une commande ""paiement autorisé depuis le mercredi 27/01/2021"", toujours pas expédiée !
Les engagements ne sont pas tenus. 

Je n'appellerai pas leur numéro payant, si je paie c'est pour partir en procès, là où les chances des consommateurs sont encore loin d'être nulles. On va y arriver doucement et là c'est ma partie :-)",Positive,Customer Service,2021-01,0
J’achète un Samsung s20 5G neuf gris…,1,2021-01-31 07:25:54,J’achète un Samsung s20 5G neuf gris français le 11novembre . Je reçois un Samsung S20 rose d’occasion reconditionné américain . Ce site ne trie même pas le revendeur frauduleux je leur téléphone je leur dis que je veux leur retourner le produit il me demande même pas le pourquoi du comment je tombe sur 25 conseillers différents et à chaque fois j’explique mon histoire au bout de un mois j’obtiens un retour de produits après de multiples galère une quinzaine de relancement je suis  remboursé aujourd’hui soit après deux mois et demi après.... un scandale ne commandez jamais sur ce site.,Positive,Electronics,2021-01,0
Une étoile c'est déjà trop! Escroquerie!,1,2020-12-04 00:00:00,"Commande d'un fauteuil de gamer, reçu avec les 2 accoudoirs cassés. 
Fedex est passé chercher le colis et Rue Du Commerce l'a reçu le 23/12.
Malgré de multiples relances, l'intervention de l'équipe twitter de RDC et litige.fr, je n'ai aucun remboursement!
Le service client RDC nous dit que le colis n'a pas été reçu, RDC sur Twitter nous dit que le colis n'a pas été intégré au SAV, et ensuite qu'une enquête est menée.
Ca fait plus d'un mois que j'ai retourné le colis, avec le même emballage, les documents de retour ont été glissés à l'intérieur.
J'ai payé une partie de ma commande en bon d'achat. Si un jour RDC daigne me rembourser, ça sera par bon d'achat et que je vais devoir repasser par ces escrocs!
Bientôt le tribunal de proximité!",Neutral,Customer Service,2020-12,0
Commande jamais livrée : a fuir!!!!,1,2021-01-28 14:37:34,"Commande du 01.12.2020 jamais livrée. De nombreux messages envoyés qui restent sans réponse.. appels au service client (qui coûtent un bras) et toujours la même réponse : je transmets vous aurez un retour sous 5 jours : ça fait 2 mois que j'attends et toujours rien!
Surtout ne commandez rien chez eux",Neutral,Customer Service,2021-01,0
A fuir ...pas livré pas rembourser …,1,2021-01-27 18:29:10,A fuir ...pas livré pas rembourser  .des explications sans suivi....fuyez....nous avons avertis le service des fraudes ..ne commandez jamais jamais,Neutral,Customer Service,2021-01,0
Commande Rue du commerce,4,2021-01-27 06:03:02,"Suite a une commande d'un KIT EVO - Processeur Ryzen 5 5600X - 3,7/4,6 GHz avec une Carte Mère ASUS-TUF-GAMING-B550-PLUS (Amd). Le service livraison est très réactif , commander le 21/01/2021 la livraison été le 23/01/2021. Les produits sont très bien emballés. Le prix reste très attractif. Le service client devrait être un peu plus réactif mais cela reste correct. 
Dans l'ensemble vraiment satisfait.",Positive,Customer Service,2021-01,1
UNE LIVRAISON CHEZ RUE DU COMMERCE,1,2021-01-26 00:00:00,"RUE DU COMMERCE 
Je commande un PC hyper cher il y a un mois
je paye un service de livraison
Le livreur ne livre pas le jour convenu parce qu'il n'avait pas envie de venir le livrer en mains propres

j'informe le service client qui le rappelle a l'ordre

le lendemain le mem LIVREUR sonne a ma residence
ne traverse pas le jardin et refuse a nouveau de venir livrer a mon batiment
je le vois depuis mon balcon laisser le carton dans le hall 
Le carton est laissé a l'abandon, completement eventré...
Et apparement visité... par qui d'apres vous ??? joker !!!

Et quand je signale cela au service client je n'ai leur reaction que 1 mois apres ...(!)
Croyez vous qu'ils s'excusent ? qu'il font un geste commercial ? Une enquete ? 

Non.
Ils me demandent des photos
Je les leur envoie...
Mais non ca ne leur suffit pas !!!
Ils veulent des photos du produit a l'interieur
genre "" Si le produit est intact..; alors c'est moins grave...""

Quel bande d'amateurs !!!!",Neutral,Customer Service,2021-01,0
Vis qui se promène dans un PC portable neuf,1,2021-01-26 09:27:28,"Après avoir acheté et reçu un Ordinateur Portable Asus Rog à 1650 euros, en le déballant, j'entends qu'une visse se promène à l'intérieur du PC. Je le renvoie dans la foulée, sous 24h en demandant un échange standard. Rue du Commerce me dit que c'est OK, quand ils recevront le PC, ils procèderont à un échange.
Au bout d'une semaine, toujours rien, aucune information sur le site de Rue du Commerce, pas de mail, alors que le PC a été livré chez eux (suivi Chronopost).
Au bout de 15 jours, je rappelle, on me dit que le PC est bien chez eux, mais qu'il faut du temps pour le scanner et le rentrer dans leur système.
Le 18ème jour, je rappelle (vous remarquerez que JAMAIS ils ne m'ont appelé pour me tenir informé), on me dit que le remboursement se fera sous 15 jours, alors qu'ils devaient me le remplacer. Je demande une explication, on me dit que le produit n'est plus disponible (ce qui est faux, il l'est encore à ce jour sur leur site…).
on est 26 jours après mon achat, je n'ai ni mon PC ni mon argent, c'est tout simplement une honte.
Ne vous arrêtez surtout pas sur leur site, fuyez…
une belle bande d'incapables, ce site est purement une honte, avec du recul, je suis bien content qu'ils me remboursent, je n'achèterai jamais rien chez eux.",Positive,Electronics,2021-01,0
Ne surtout pas commander arnaque !,1,2020-12-21 00:00:00,"J'ai reçu un ordinateur le 7 décembre 2020 et je l'ai retourné le jour même (car trop petit à mon gout). Rue du Commerce à reçu l'ordi 3 jours après selon le suivi colissimo. Depuis impossible d'obtenir un remboursement ! j'ai appelé 20 fois le service client qui me dit qu'ils ont perdu le colis alors qu'il est bien arrivé dans leurs entrepôts. Ils n'ont jamais voulu me rembourser mes 599€ !! heureusement que j'avais payé avec Paypal qui a fait une procédure pour me rembourser car le Rue du Commerce est MALHONETTE ! J'ai finalement reçu mes sous le 26 janvier 2021, soit 1 mois et demi plus tard ! 600€ quand meme ! NE SURTOUT PAS COMMANDER CHEZ EUX.",Negative,Electronics,2020-12,0
"1 étoile, je ne peux pas mettre moins …",1,2021-01-25 19:57:50,"1 étoile car je ne peux pas mettre moins. J'ai commandé 2 néons, cde n°32149852 du 09/01/2021. Je n'en ai reçu qu'un seul (avec reçu mentionnant un seul néon !!). Celui reçu ne fonctionne pas. Je leur ai envoyé 4 messages... Aucune réponse, aucun recours, sauf 1 numéro surtaxé et des guignoles au bout du fil. Site manifeste d'arnaque.",Neutral,Marketplace,2021-01,0
Service informatique incompétent…,1,2021-01-25 11:38:55,"Service informatique incompétent renouveler son ""pass"" mission impossible on tourne en rond,le lien sois disant envoyé par mail n'arrive jamais au bout de plusieurs essais,je me suis dit qu'ils voulaient que le compose le numéro magenta surtaxé,ils peuvent aller se faire voir!",Negative,Customer Service,2021-01,0
Chronopost + rdc = belle combinaison de ***,1,2021-01-24 13:19:03,"Hello si je pouvais mettre 0 jaurai mis 0 c'est vraiment de la ***e ce site . 
Bref faite pas attention au faute d'orthographe j'écris a la va vite 
J'ai commandé un pc portable sur leur site a 1600 euros . Je voulais annuler la commande mais impossible , il n'y a pas de bouton annuler  jai essayer de joindre le service client impossible . Jai appeler on m'a dit de refuser le colis a la réception au final j'ai reçu le colis mais le livreur a signé a ma place . Je dois renvoyer le colis a ma charge pour 50 euros .
Apres avoir vu les avis ici j'ose même pas renvoyer le colis je suis dans l'obligation de le garder alors que a la base fallait juste annuler ma commande.  
chronopost + rue du commerce , une belle bande de f**   et encore je pese mes mots .
Si vous voyez ce message fuyez ce site d'escroc et chronopost .",Negative,Customer Service,2021-01,0
Mon expérience avec RDC,1,2020-12-01 00:00:00,"Bonjour je vous fais part de mon expérience avec RDC.
1er décembre 2020
Commande d’un écran DELL avec un très bon prix, le site indiquait que le produit était en stock.  
Débit le jour même.
8 décembre 2020
Réception d’un mail indiquant un retard d’expédition.

11 décembre 2020
Notification d’expédition par Chrono Relais avec numéro de suivi donc réception normalement le lendemain.
16 décembre 2020
Appel vers le service client Rue du Commerce : ils indiquent que le produit a été expédié et qu’ils vont faire une enquête auprès du transporteur (réponse sous 10 jours).
Appel de Chronopost pour avoir des informations, ils indiquent que RDC a fait une demande d’enlèvement mais que le produit ne leur a pas été remis !
21 décembre 2020
Envoi d’un message à RDC pour avoir un état de la commande.
28 décembre 2020
Noël est passé, heureusement que le cadeau était pour moi.
Réception d’une notification de RDC : ils vont encore faire une enquête auprès du transporteur ! Il me propose une nouvelle expédition, un bon d’achat ou un remboursement.
Sur leur site, le produit est disponible, je leur demande de m’envoyer le produit.
31 décembre 2020	
Aucune information de RDC, ras le bol de se faire balader. 
Demande de remboursement par message
4 janvier 2021 Nouvelle demande de remboursement à travers l’interface de leur site
8 janvier 2021	
Appel vers le service client Rue du Commerce : ils vont refaire une enquête pour savoir où se trouve le colis. Je redemande un remboursement.
Réception 1 heure plus tard d’une notification de prise en charge de ma réclamation. Il me donne une échéance au 19 janvier pour le traitement de ma demande.
14 janvier 2021 RDC confirme que le colis ne m’a pas été livré, ils vont me rembourser sous huitaine.
24 janvier 2021 Enfin le remboursement est arrivé",Negative,Customer Service,2020-12,0
Impossible d'annuler ma commande !!!,1,2021-01-23 19:42:41,"Impossible d'annuler ma commande, il n'y a même  pas de bouton ""annuler ma commande"" incroyable !!!! ca rend fou que l'on ne puisse pas le faire sur un site de vente en ligne c'est le minimum ! Pour moi c'est limite de l'arnaque forcé a acheter alors que Jai fait une mauvaise manipulation, J'aime bien rue du commerce mais la clairement c'est de l'escroquerie de ne pas pouvoir annuler une commande en 2021 méfiez vous.

Lucas thomelier",Negative,Customer Service,2021-01,0
Des délais de livraison mensongers,3,2021-01-23 14:48:30,"Mensonge concernant les délais de livraison (fdp gratuits cela dit), un ordinateur reconditionné pas formaté et bloqué par un mot de passe... je mets quand même une note correcte car j'ai fait une super affaire, comme la dernière fois, mais ce site ne m'inspire pas vraiment confiance...",Positive,Electronics,2021-01,0
Achat effectuer au mois de juin,1,2021-01-23 08:50:47,Achat effectuer au mois de juin. Paiement réalisé immédiatement.  Colis arrivé trois mois après. Et depuis relancé et huissier parce que Rue du commerce n'a pas payer le fournisseur. Une catastrophe !,Neutral,Shipping,2021-01,0
Zéro nul,1,2021-01-21 17:08:45,"Bonsoir,
J'ai été l'heureux chanceux à trouver 2 rtx 3070 pour - de 1500€ , je passe commande avec succès mon argent est débité dans la minute ... 
Le lendemain soir j'envoie un message au vendeur ( 1fodiscount ) pour savoir pourquoi la commande n'a pas encore été envoyé. Il qui me répond dans la minute (.... ) Pour me signaler que la commande es refusé , sans répondre à mon second message pour lui en demander la raison .
Pas de réponse juste une confirmation que ma commande est refusé .
Je pense fortement que le vendeur à décidé de vendre ces GPU beaucoup plus chère ou d'en faire profiter ""son"" élu ...
Du coup je dois attendre 72h pour récupérer mon argent , mais je pense que je vais galérer car le statut de ma commande reste en ""paiement autorisé"" ...
J'aurai dû lire les avis sur cette plateforme de vente ....
Très déçu et mécontent",Neutral,Customer Service,2021-01,0
Délais de livraison mensongers.,1,2021-01-21 13:57:25,"Les produits et les prix proposés sont plutôt bons. Cependant fuyez les livraisons payantes pour raccourcir les délais de livraison qu'ils proposent, ils ne les respectent jamais.",Neutral,Shipping,2021-01,0
Deux commandes passées jamais honorées…,1,2021-01-21 00:00:00,"Deux commandes passées jamais honorées sous prétexte de ""soucis techniques"". C'est une pratique courante chez RDC. Je vous conseille de boycotter ce site...",Neutral,Customer Service,2021-01,0
Pire expérience de service client,1,2021-01-21 07:38:25,Pire expérience de service client. Ils ne me remboursement pas un article retourné. J'ai appelé 7 fois et laissé 20 messages et ils font rien. C'est des voleurs,Neutral,Customer Service,2021-01,0
Après 9 mois d'aller-retour d'un…,1,2021-01-20 21:15:59,"Après 9 mois d'aller-retour d'un produit défectueux, jamais réparé, rueducommerce refuse le remboursement et impose un bon d'achat valable 4mois. Une duperie monumentale sur toute la ligne. J'ai appelé mon assurance pour les poursuivre.",Neutral,Customer Service,2021-01,0
Des voleurs,1,2021-01-20 17:05:58,Des voleurs ! Pire expérience de service client.,Neutral,Customer Service,2021-01,0
Remboursement toujours pas effectué 2 mois apres commande,1,2021-01-20 16:34:28,"Commande passée le 26 novembre auprès d'un partenaire. Jamais honorée, la commande a finalement été annulée le 24 décembre par les services de rue du commerce. Le remboursement sur paypal devait se faire dans les 72 h.
A ce jour, prés d'un mois après l'annulation et 2 mois apres la commande, le remboursement n'a toujours pas été effectué. A suivre ... mais le site est peu fiable",Neutral,Customer Service,2021-01,0
"Escroquerie au pack reprise, mauvais commerçants, aucun service client, à éviter",1,2021-01-20 10:26:35,"Quand je pense que cette enseigne appartient à Carrefour ... !! Au delà des prix pratiqués qui sont très souvent largement au dessus des autres enseignes ecommerce, le service client est inexistant, seul et unique moyen de parler à quelqu'un c'est via facebook ! et même quand on arrive à avoir quelqu'un bien il n'y a aucun suivi, aucune réaction, aucune tentative d'arranger les choses. Mais mon plus gros mécontentement concerne le pack reprise qui bien que semblant intéressant, se révèle être à la limite de l'escroquerie en réalité, j'ai du attendre 2 mois (sans téléphone vu qu'il avait été renvoyé) pour recevoir mo, bon d'achat, ce bon d'achat n'est valable que sur les articles vendus par rue du commerce alors que la majorité des articles vendus le sont par des partenaires via la marketplace. Au final on se retrouve avec un bon d'achat qui devra servir à acheter un article plus cher que chez les concurrents.",Positive,Electronics,2021-01,0
J'ai commandé plusieurs foi là bas,5,2021-01-19 13:33:57,"J'ai commandé plusieurs foi là bas, et aucun soucis, j'ai dû annulé une commande, aucun soucis non plus, service assez reactif, je recommande",Positive,Customer Service,2021-01,1
Rue du comerce,1,2021-01-19 13:18:37,"RDC, plus de 15 jours pour avoir 2 ordis en stock... ne nolus donnent aucun délai mais par contre ont encaissé le montant et sur une autre commande, tjs pas de remboursement quasiment 1 mois après réception alors qu'ils nous indiquent 14 jours... A fuir et pas très honnête !!!",Neutral,Customer Service,2021-01,0
Après avoir passer commande en octobre,1,2021-01-19 12:23:48,"Après avoir passer commande en octobre, je n'ai jamais reçu mon produit. Les conseillers m'ont assuré que la commande aller arriver jusqu'en fin décembre. Puis, retournement de vestes la commande n'arrivera jamais vous serez rembourser. 1 mois plus tard personne ne sait où en est le remboursement. Je déconseille fortement ce site. Une honte.",Neutral,Customer Service,2021-01,0
SUIVI COMMANDE INNEXISTANT,1,2020-11-19 00:00:00,"NUL super NUL, une commande validée en novembre soit disant expédiée jamais reçue, service après vente incapable de suivre la commande répond sur les accessoires mais jamais sur le smart phone.
Pour encaisser les sous ils sont rapide, pour le reste...
Je déconseille FORTEMENT cette marchand!",Positive,Electronics,2020-11,0
Droit de rétractation : 1 leurre,1,2021-01-19 08:49:41,J'ai fait une commande pour laquelle je me suis rétracté comme il est prévu de pouvoir le faire avec retour gratuit.  Mais on me balade avec la e.boutique qui répond avec à peine de politesse et pour finir par me dire que l'on avait qu'à bien regarder avant d'acheter et que les frais de retour sont pour nous . Retour prévu à Hong Kong,Neutral,Customer Service,2021-01,0
RUE DU COMMERCE est un site commerçant…,1,2021-01-18 08:57:48,"RUE DU COMMERCE est un site commerçant sans SAV fiable. Un fauteuil acheté en novembre 2020 est toujours inutilisable à ce jour (18/01/2021). Le commerçant me renvoie vers son fournisseur VIDAXL, basé aux pays-Bas. Erreur dans les pièces reçues, lenteur des réponses aux mels... Le temps passe et on n'avance pas ! 
Conseils : 
- Ne rien lâcher avec ce type de commerçant.
- Boycotter les achats en ligne et privilégier le commerce local !!",Neutral,Shipping,2021-01,0
J'ai commandé un portable Xiaomi red mi…,1,2021-01-17 19:32:33,"J'ai commandé un portable Xiaomi red mi note 8 le 10 décembre 2020 et toujours pas reçu le 17 janvier 2021.
C'était sur warm shop par rue du commerce Malgré mes sollicitations à rue du commerce rien ! pas de réponse la sourde oreille et pas de mobile. Surprenant mais cela sent mauvais.",Positive,Uncategorized,2021-01,0
Véritable arnaque,1,2021-01-17 13:23:13,"Véritable arnaque, vol manifeste! 
J’ai commandé un ordinateur le 14/12 supposé être neuf. 
Il s’agissait en fait d’un reconditionné qui de surcroît ne fonctionnait pas! 
J’ai renvoyé le produit et demandé le remboursement immédiatement. 
Plus d’un mois plus tard rien ne s’est passé malgré mes nombreux appels (me générant au passage un important hors forfait), mails ... 
le service client, très difficile à joindre ne sert à rien! 
Ceci va vraisemblablement se terminer en justice. 

Alors je ne peux que vous conseiller de passer votre chemin.",Positive,Electronics,2021-01,0
commande annulée et non remboursée,1,2021-01-17 00:00:00,"le vendeur a annulé ma commande au bout de 8 jours et j'attends le remboursement depuis plus d'un mois. il ne répond pas à mes messages, et le site rue du commerce que j'ai alors contacté ne fait rien non plus. 
je voulais acheter sur un site francais.... grave erreur !",Neutral,Customer Service,2021-01,0
"Abandonnée : ne délivrent pas, ne communiquent pas... A FUIR !",1,2021-01-16 18:25:49,"Rien ne va. Ne commandez pas sur ce site, vraiment ! C'est une catastrophe sur tous les niveaux. 

J'ai commandé pour 80€ début décembre 2020 avec une livraison normalement prévu fin décembre (c'est ce qui était marqué !) : ils n'avaient pas mes produits en stock. Cette information ça ne m'a été donné dans aucun mail. Pas de mail pour prévenir que le stock n'est pas disponible, pas de mail pour donner une date approximative de retour des stocks. Aucune communication. On donne notre argent et en retour on a rien. 

Sans aucune nouvelle, je me suis inquiétée. J'ai envoyé un premier mail. Aucun retour. Un second mail sur une autre adresse. Aucun retour. J'ai envoyé un message sur facebook, et là, ENFIN, j'ai eu un retour (sur facebook, sérieusement ??). Je leur dit que je souhaite annuler ma commande. Ils me disent d'accord. Une semaine passe, ma commande n'est toujours pas annulée. Je renvoie un message. On me dit qu'ils vont faire une ""demande en interne"", qu'ils font face à des problèmes concernant les retours, qu'il faut que je sois patiente. 

J'avais commandé dessus car étant une enseigne connue, j'ai eu confiance. Maintenant, je crains de n'être jamais remboursée. Je suis étudiante, je ne croule pas sous l'or, alors ne pas revoir ces 80€ m'inquiète. 

Malgré leur difficulté à répondre de leurs obligations (obligation de nous délivrer la chose), ils continuent néanmoins à faire de la PUB partout. Ils demandent à ce qu'on leur achète alors qu'ils sont incapables de délivrer. Incompréhensible cette tactique. 

A FUIR !

P.S: je précise que les produits étaient vendus par rue ducommerce directement (pas par un autre marchand)",Neutral,Customer Service,2021-01,0
RUE DU COMMERCE = ESCROQUERIE,1,2021-01-16 09:10:32,"Commande d'un Redmi note 7 par l’intermédiaire du site rueducommerce, vendeur WARM SHOP, le 11/12/2020 pour le Noël de ma mère. Commande expédiée le 17/12/2020 Livraison prévue le 21 Décembre. Appel à Rue du Commerce : mettez vous en rapport avec le partenaire, et là il me donne le numéro du vendeur d'une autre commande ! 
Après multiples appels coûteux on me donne enfin les bons coordonnées. Et c'est là que j'arrive en Chine avec une personne très correcte qui me dit que ma commande est prête mais non expédiée.. l'espoir renaît. Il me dit bien sûr qu'il me donnera le n° de suivi ultérieurement c'était le 24/12/2020... et depuis il ne donne/répond plus aux mails...relance du service client Rue du Commerce appel qui me donne enfin le n° de colissimo, nous sommes le 16/01/2021 et le colis doit être remis au service postal depuis le 31/12/2020 (suivi de colis universel). Bizarre pour un colis qui devait partir de Chine, finalement il partirait de France ?!? Malgré plusieurs messages sur rue du commerce via un site en cours de maintenance depuis quelques semaines désormais, où les commandes/messages apparaissent quand bon leur semble, et des modifications tarifaires de la commande (en baisse je précise) enfin voilà une mésaventure calqué sur le profil de Mathieu qui a une situation semblable à la mienne. Ce site est une honte pour la vente en ligne, un service client inexistant, et un cadeau de noël qui n'arrivera certainement jamais.",Positive,Customer Service,2021-01,0
Remboursement d'un produit en rupture de stock alors qu'il est encore marqué en stock.,1,2021-01-15 19:41:24,"Je commande un produit sur le site (vendu par rue du commerce directement), 10 jours après je reçois un mail pour me dire que je ne serais jamais livré et que je vais être rembourser car le produit est en rupture de stock. Le produit est marqué en stock sur le site internet... Allez comprendre",Neutral,Customer Service,2021-01,0
SERVICE LAMENTABLE (suite),1,2021-01-14 21:22:13,"Service client LAMENTABLE.
Commande iPhone 8 neuf REWORKING SHOP OCC par l’intermédiaire du site rueducommerce le 28/10/2020 pour le Noël et anniversaire de ma fille à un prix défiant toute concurrence. Livraison assurée entre le 7 et le 10 Décembre. Le 10 décembre mail de RDC : votre colis est en route! Le 15, toujours rien. Appel RDC : mettez vous en rapport avec le sous traitant qui me répond de patienter en raison des retards du service colissimo pendant les fêtes. Le 20 toujours rien, appel service client RDC (60 cent/mn) qui me disent de patienter 3jours.  Plusieurs messages internet puis un nouvel appel téléphonique RDC qui adresse une “mise en demeure” au s/s traitant et réponse dans les 5 jours. Le 5 Janvier : toujours rien . Nouvel appel téléphonique: attendre la fin de semaine pour la réponse. Fin de semaine : toujours rien. Le 12 nouvel appel téléphonique: aucun responsable n’est disponible mais vous aurez une réponse par téléphone sous 72h. Mail mercredi 14 du service client RDC qui propose un remboursement selon des modalités qui me seront communiquées dans un prochain mail... Plus lamentable que cela, vous avez déjà vu?
60 millions de consommateurs devrait s’emparer du dossier...",Negative,Electronics,2021-01,0
"Écœurant, énervant.. à fuir ! Aucune étoile c'est possible ?!",1,2020-11-30 00:00:00,"Commande passée le 29 novembre 2020 !
Chez le partenaire Warm Shop, pour un xiaomi note 8 pro.
Le téléphone n'est jamais arrivé, nous sommes le 14 janvier 2021 !! L'argent lui a été retiré évidemment et le site indique ""expédiée"" !! Bientôt j'aurai payé deux téléphones sans en avoir aucun et là je parle du coût des appels téléphoniques à rue du commerce !
Et que dire des réponses que l'on reçoit ! Rien ! Ils s'en foutent royalement !
Le site indique ""expédiée"" sans préciser quand est partie la livraison, sans numéro de suivi, rien !
Le partenaire ne réponds pas aux mails mais les reçoit il ? Rue du commerce ne réponds pas aux mails !!
Que faire ?!!!
HELP !!
Je suis très très en colère !
Et bizarrement aujourd'hui, je m'aperçois que les prix ont changés au niveau du ""suivi de mes commandes"", les prix sont plus bas que ce que j'ai payés !
Je n'y comprends plus rien, je n'ai aucunes réponses, on me prends pour un c.. !
SITE A FUIR !!!",Positive,Electronics,2020-11,0
A fuir,1,2021-01-14 10:07:18,"Une commande passé le 22/12/2020, aujourd'hui nous sommes 14/01/2021 toujours pas reçu, qu'on demande des explications au service clients vous aurez cette réponse "" vous devez attendre Mr"", un service client qui s'en fou royalement de ses client, A fuir.",Neutral,Customer Service,2021-01,0
