id,title,rating,date,body,sentiment,category,satisfied
214,A eviter,1,01-05-2021,"A eviter, Impossible d'entrer en contact avec eux. Pas de message pour reglement ou confirmer la commande. NUL",Negative,Customer Service,0
215,ANRAN CAMERA,1,21-03-2021,"通過你的道路。 相機質量非常差，他不會償還自己。
Passez votre chemin. Caméras de très mauvaise qualité, il ne mon pas remboursé. 
Pass your way. Cameras of very poor quality, he does not repay myself.
Pass deinen Weg weiter Kameras von sehr schlechter Qualität, er kahlt mich nicht zurück.
Pase su camino. Cámaras de muy mala calidad, no me paga.
تمرير المسار الخاص بك. كاميرات ذات نوعية رديئة للغاية، لا يسدد نفسي.
あなたの道を渡します。 非常に悪い品質のカメラ、彼は自分自身を返済しません。
Lulus jalan anda. Kamera yang sangat miskin, dia tidak membayar diri saya.
Пройти свой путь. Камеры очень низкого качества он не освобождает себя.
ผ่านเส้นทางของคุณ กล้องที่มีคุณภาพต่ำมากเขาไม่ได้ตอบแทนตัวเอง
Ipasa ang iyong landas. Ang mga camera ng napakahirap na kalidad, hindi niya binabayaran ang aking sarili.",Negative,Electronics,0
216,Ali Baba ...et les 40 voleurs,1,15-01-2021,"Afin de sécuriser des locaux isolés et des véhicules, j'ai commandé deux enregistreurs DVR (en deux fois) avec la prévision d'équiper plusieurs autres sites. Délai de livraison: un mois. Je reçois les appareils de bel aspect et entreprends leur installation.  Surprise: un enregistreur ne reconnait pas la carte SD, les deux ne reçoivent pas les caméras! Contact pris, la seule réponse est que je ne sais pas programmer ou que mes caméras sont défectueuses! Je précise que j'ai installé plusieurs dizaines de systèmes vidéo dans des bus mais leur avis ne varie pas. J'ai acheté, pour essayer un enregistreur sur un autre site: tout fonctionne! J'ai perdu 70 euros et trois mois! Ali Baba et les 40 voleurs: à fuir",Negative,Electronics,0
217,Nouvelle perspective d'achat de produits en ligne,3,22-04-2021,"Avec tiresiat (site web), vous pouvez déposer une suggestion sur un produit afin d'obtenir un préavis d'autres utilisateurs ayant eu la même expérience d'achat que la vôtre. 
Cela m'a permis d'être plus ""regardant"" sur les objets et les produits dont j'achetai récemment.
En espérant que ca puisse aider",Negative,Marketplace,0
218,produit reçu pas du tout conforme,1,22-04-2021,produit reçu pas du tout conforme. SAV de Alibaba considère qu'il ny'a pas de pb car la livraison a été effectuée....??!,Negative,Shipping,0
219,0 étoiles,1,25-03-2021,"0 étoiles, car en + il nous force pour 1étoile, commandé un conteneur de papier double A A4 de Thaïlande, une personne kasemchai chantana contacte envoie des photos de l'usine, des papiers pour mettre en confiance donc payé 1355€ au port + 655€ à la mer et le reste une fois le conteneur en France, et rien reçu, arnaque et grand banditisme, ce qui me choque un grand site comme Alibaba utilise des fraudeurs et des bandits sur son site ?????",Negative,Customer Service,0
220,Moi j ai acheter 2 fois des écouteurs…,1,21-04-2021,Moi j ai acheter 2 fois des écouteurs toujours déçus en plus j ai payer la douane et promet de ne pas payer très déçus je me retrouve avec 20 écouteurs dans les bras ils n’on pas voulu me rembourser avec leur assurance de m....comment je pourrai faire pour être remboursé de 600 dollars?,Negative,Electronics,0
221,Acheté un article sur Alibaba,1,22-01-2021,"Acheté un article, bien reçu mais n'ayant mais j'avais convenu avec le vendeur après l'achat d'une remise sans signature car l'article n'était pas ceux que j'avais demandé, mais jamais eu la somme convenue. J'ai fait un litige avec l'intermédiaire de Alibaba pour trouver une solution avec le marchand mais malheureusement c'était 30 jours après la réception du produit, alors mon litige ne fut pas étudié car demandé trop tard. Le problème, c'est très mal expliqué pour les règles des litiges, une usine à gaz pour embrouiller le consommateur et tout faire pour que le consommateur ne puisse se retourner. Aliexpress pourtant du même groupe est plus honnête et l'assurance du consommateur est plus digne de confiance. Donc c'est la première fois et la dernière fois que j'achèterai sur Alibaba.",Negative,Customer Service,0
222,Des VOLEURS!,1,19-04-2021,Des VOLEURS!! Tu commandes tu Paie on te prélève et tu ne reçois RIEN.......A FUIR ARNAQUE,Negative,Customer Service,0
223,Fiable jusqu'ici aucun pb,5,18-04-2021,Fiable jusqu'ici aucun pb,Negative,Uncategorized,1
224,Good products,5,,"Good products, no probleme",Negative,Uncategorized,1
225,Arnaque site chinois,1,09-04-2021,"J'ai fait plusieurs commandes sur le site allibaba sans problème et j'étais confiant mais dernièrement, fin mars, j'ai cder 4 paires de chaussure...... le colis est bien arrivé en temps mais surprise il n'y avait que 2 paires au lieu de 4 ! Pas de bordereau de livraison.... Sur mon compte c'est mentionné livré.... pour les 4 paires. Donc voilà l'arnaque à la chinoise: le fournisseur livre le colis avec le numéro de commande et référence du transitaire tout correspond à votre dossier, mais la quantité ne correspond pas ou la marchandise ne correspond pas. Il y a qques temps J'ai reçu une paire de lunette de soleil au lieu d'une machine à café? Malin les chinois, tant qu'il y a un colis livré.... même vide aucun recours !",Negative,Food,0
226,Alibaba ou wish. Tirez vous vite,1,05-04-2021,"Je voulais essayer alibaba après avoir à faire à wish. Vu les avis je m'essaierai pas. Ne partez pas pour wish, ce sont des voleurs, des arnaqueurs, vous ne pourrez jamais entrer en contact avec eux réellement. Des marchandises non livrées ou ne correspondant à ce que vous avez commandé (en quantité et/ou en qualité). Grosse arnaque. Boycoter à tout prix.",Negative,Customer Service,0
227,Se sont des gros voleurs ne payez…,1,20-03-2021,Se sont des gros voleurs ne payez jamais par paypal ni wester union prennez une assurance ou mieux boycotter ce site de m***,Negative,Marketplace,0
228,Des sacré voleurs faites attention…,1,18-03-2021,"Des sacré voleurs faites attention avant de commander. De l'escroquerie en bande organisée. Je déconseille fortement. Oublié les plus gros voleurs du monde et je parle en très bonne connaissance de cause. 
Je vous l'assuré.",Neutral,Customer Service,0
229,very happy very happy,5,,very happy very happy,Neutral,Uncategorized,1
230,Je suis choqué pourquoi les gens il dit…,1,18-03-2021,Je suis choqué pourquoi les gens il dit un bon site mais c'est des voleurs des arnaques des menteurs il fait tout pour qu'il tarnac même tu fais un litige pour le système il vient direct avec le vendeur pas avec toi j'ai jamais vu des gens comme les vendeurs sur Alibaba .même sur les avis il y a beaucoup des Chinois en Europe qu'il fait des fois sa vie pour les nouvelles clients les Chinois voir toutes les Européens et tout le monde entier des animaux fais gaffe tu achètes pas sur ce site,Negative,Customer Service,0
231,Très satisfait je recommande fortement,5,,Très satisfait je recommande fortement,Neutral,Customer Service,1
232,Je suis très satisfait d'ALIBABA mes…,5,,Je suis très satisfait d'ALIBABA mes commandes se sont passées comme je l'espérais. Merci.,Negative,Customer Service,1
233,Super site facile à prendre en main…,5,,Super site facile à prendre en main interaction avec les fournisseur immédiat. Trouvez tout les détailles des transaction en détail. Dommage que le site alibaba.com ne soit pas en français!,Negative,Marketplace,1
234,20/20 VERY GOOD...,5,24-02-2021,20/20 VERY GOOD...,Neutral,Uncategorized,1
235,Mais comment vous faites un hacker par…,1,21-02-2021,Mais comment vous faites pour être arnaquer par le sites regarde juste le titre ça veut te dire Ali baba et les 40 voleurs 🤣🤣🤣🤣,Negative,Marketplace,0
236,Je me suit fait arnaquer de 2600$ us ne…,1,15-02-2021,Je me suit fait arnaquer de 2600$ us ne faite plus j’étais affaire avec cette place très très dangereux. Passer le mot. Mes ne confondez pas alibaba et alibaba express j ai reçu tout mes commande avec alibaba express les chinois sur alibaba son des voleurs.,Negative,Customer Service,0
237,Très très mauvaise expérience …,1,,Très très mauvaise expérience il vous prenne votre argent la marchandise n'arrive jamais malgré plusieur relance et puis vous réponde que c'est hors délais et ne vous rembourse PAS ce ne sont que des VOLEUR,Negative,Shipping,0
238,Je déconseille,1,11-02-2021,"Je déconseille 
La « Gold » assurance est censée rassurer le consommateur. Cela a été mon cas. 
Commande pour un fauteuil roulant passée le 25 octobre.
En janvier ne recevant rien je contacte l’assurance. La non livraison n’est pas couverte.
Début février je reçois ma commande abîmée.
Je contacte de nouveau l’assurance qui me demande à maintes reprises des preuves en photos et vidéos du produit et emballage . Je m’exécute. 

Au final il me demande de voir avec mon fournisseur et mon transporteur local  ... chose que je n’ai pas faite. 
Le but de cette assurance est tout simplement de rassurer le client et surtout de le faire payer le produit. 
Donc je DÉCONSEILLE 


I advise against
“Gold” insurance is supposed to reassure consumers. It was my case.
Order for a wheelchair placed on October 25.
In January, receiving nothing, I contacted insurance. Non-delivery is not covered.
At the beginning of February I received my damaged order.
I contact insurance again, which repeatedly asks me for proof in photos and videos of the product and packaging. I do.

In the end he asks me to see with my supplier and my local carrier ... something that I did not do.
The purpose of this insurance is quite simply to reassure the customer and especially to make him pay for the product.
So I ADVISE AGAINST",Negative,Customer Service,0
239,Very satisfied,5,04-02-2021,Je suis toujours très satisfaite des services fournis par Alibaba.,Neutral,Customer Service,1
240,tous est ok et exellent,5,,tous est ok et exellent,Negative,Uncategorized,1
241,Commande reçue un mois et demi après!,1,11-01-2021,"Commande payée et validée le 15/12/2020 et délai de livraison au 29/12/2020.
Au  02/02/2021 enfin reçu, délais annoncés fantaisistes.
Difficultés à communiquer avec Alibaba.",Negative,Customer Service,0
242,Produits chinois,3,,"Produits chinois, parfois de bonne qualité mais le plus souvent rien",Neutral,Marketplace,0
243,Site d'arnaque,1,22-01-2021,Site d'arnaque qui devrait être illégale en France.,Negative,Marketplace,0
244,Contact urgent,5,21-01-2021,"Bonjour 
Madame, Monsieur,
Je vous écris un message pour vous annoncer un vol. J'achète un véhicule sur site alibaba.com et j'ai une fournisseur qui ma appelé plus ne m'envoie plus des messages pour me dire ou onne elle me mentir et je n'ai plus de nouvelles depuis deux mois et je besoin de un aide.
Madame fournisseurs elle appelle madame Alexander-Bartek-Bazyli je ne plus de sa nouvelle je besoin qu'elle me soit contacter pour com mes des choses en place ou me rembourser mes argent. J'attends votre réponse ou par message. cordialement madame himana Isabelle",Negative,Customer Service,1
245,OK I received the parcel on time,5,,OK I received the parcel on time,Negative,Uncategorized,1
246,Great-TV Store Ali express ci l'arnaque…,1,13-01-2021,"Great-TV Store Ali express ci l'arnaque j'ai commandé   jais rien reçu Numéro de commande :
8124180260414078 du 09-01-2021",Negative,Electronics,0
247,grossiste en France je déconseille a…,1,12-01-2021,"JE ME SUIS FAIT ARNAQUER DE 10 000 EUROS...grossiste en France je déconseille a toute l'Europe de ne plus faire confiance a alibaba.com ou alibabaexpress ce sont des voleurs, l'assurance est inexistante de plus entre usine de contrefaçon basé en Chine et alibaba s'opère un long chemin de magouille open dispute ou soit disant il ne comprennent pas la langue demande des preuves!!!!  on fournie les preuves et en faite vous perdez du temps et puis votre argent..
conseil ne plus acheter et comme cela on pourra demander matériel avant paiement....
Le mieux est de les banirs totalement...
Cordialement",Negative,Uncategorized,0
248,Service après vente aux abonnés absents,1,12-01-2021,"Service après vente aux abonnés absents
J'ai acheté un ordinateur presque 600 € qui n'a jamais réellement fonctionné il faut savoir que vous pouvez pas contacter par téléphone comme cela se fait sur Amazon le vendeur mais uniquement par tchat ils vous répondent quand ils peuvent c'est compliqué pour expliquer vos problèmes
Donc effectivement c'est moins cher que sur des sites occidentaux mais il faut savoir que si vous avez le moindre problème vous êtes tout seul sans aucune garantie ni de réparation ni de remboursement donc je suis très déçu de ce site et plus jamais je ferai d'achat dessus
Je suis un acheteur français et je me rends compte que beaucoup d'avis d'acheteur français sont négatif
C'est les acheteurs américain ou anglais qui font remonter la note d'Ali Baba je m'interroge quand même sur la pertinence de ces avis sur la politique commerciale d'Ali-Baba vers les pays anglo-saxons et vers la France
 cordialement à tous ceux qui me lisent",Negative,Electronics,0
249,Achat annulé pas remboursé,1,11-01-2021,"Achat annulé (1188$) soit disant remboursé, argent jamais reçu.
ARNAQUE !!",Negative,Uncategorized,0
250,Arnaque ou beug,1,05-01-2021,"J'ai passé une commande et le la page se ferme après avoir mis mes coordonnées bancaires.
Arnaque ou beug????",Negative,Customer Service,0
251,Voleur escroquerie,1,05-01-2021,"Voleur escroquerie 
A fuir",Negative,Uncategorized,0
252,Site à éviter absolument,1,31-12-2020,"Site à éviter absolument, beaucoup de vendeurs proposent des articles médiocres et complètement inutilisables",Negative,Marketplace,0
253,Great seller and great product,5,,Great seller and great product,Negative,Uncategorized,1
254,le systeme est fait pour arnaquer les…,1,,"le systeme est fait pour arnaquer les gens alibaba protege le vendeur grace a toute sorte d'arnaque automatisée , bref site d'escroc j'ai perdu des millier d' euros sur 2 commande.et j'attend de recevoir la troisieme.... mais je n'espere plus",Negative,Customer Service,0
255,augmentation de prix et service client nul,1,21-12-2020,"envoie d'un colis dans un transporteur a shenzen pour un devis de 222 usd, arrivé la bas l'agent en profite pour augmenter le prix a 278 usd, alibaba est contacter et s'en fou complètement que les transporteur augmentent leurs prix quand ils sont arrivés dans leurs entrepôt. site a fuir et les transporteur chinois a fuir aussi",Negative,Customer Service,0
256,Very good service,5,,Very good service. Very professional.,Negative,Customer Service,1
257,Livraison incomplète,1,13-12-2020,"Sur 2 commandes, une partie des articles n’ont pas été livrés, et il est très compliqué de faire une réclamation.... quand enfin on parvient à la faire, on reçoit comme réponse que l’affaire est classée!!!",Negative,Customer Service,0
258,Cette entreprise sur Alibaba est une…,1,,"Cette entreprise sur Alibaba est une arnaque. 

!! Ningbo Biumart E-Commerce Co., Ltd. !!

J'attend depuis plus d'un mois qu'il me donne certain document pour dédouaner mon colis. Mais il ne me réponde pas. Et pour l'instant, je n'arrive pas à me faire rembourser avec Alibaba !

!!! Biumart !!!

-------------------------------

This business on Alibaba is a scam.

!! Ningbo Biumart E-Commerce Co., Ltd. !!

I have been waiting for more than a month for him to give me certain document to clear my package. But he doesn't answer me. And so far, I can't get my money back with Alibaba! 

!! Biumart !!",Negative,Shipping,0
259,escroquerie sur Alibaba,1,02-12-2020,"Bonsoir,
J'ai regler deux commandes via ALIBABA est depuis le mois de mai 2019 je n'ai plus de nouvelles du fournisseur et Alibaba ""me brode"" avec des réponses qui n'aboutissent à rien... Résultat 8900 dollars de perdu ... Merci Alibaba",Negative,Customer Service,0
260,Les prix change une fois la commande…,1,28-11-2020,"Les prix change une fois la commande effectuer , et quand on demande un remboursement car le prix (qu'on a deja payé) ne convient plus , ils rembourse qu'une partie car ""apparemment"" la banque du fournisseur prend des frais ... 
quelle bande d'arnaqueur ..site a fuir si votre commande dépasse les 100euros",Negative,Customer Service,0
261,Perfect,5,,Perfect. Just intructions were missing,Negative,Uncategorized,1
262,"Bonjour, le vendeur véreux est Konka Manufactory Appliances Store cautionné par AlyExpress. A ce jour, je n'ai toujours pas reçu le remboursement de mon argent. Pouvez-vous m'aider?",1,27-11-2020,"Bonjour, J'ai acheté un Rice Cooker depuis le mois d'Août dernier et je n'ai jamais été livré. Quand j'interroge le vendeur il me prétexte que le colis est retenu par les douanes locales: or, j'ai fait des recherches et il semblerait que la marchandise était retournée à l'expéditeur depuis le 5/10/2020 pour faute de facture. Depuis, je me bats pour avoir ce document: les services de Chronopost en a besoin pour diriger l'enquête. Ce vendeur fait "" l'autruche"" et je n'ai toujours pas été remboursé Que faire",Negative,Customer Service,0
263,Arnaque,1,18-11-2020,"des vendeurs et arnaqueurs soutenus par Alibaba 
j'ai acheté un produit qui ne ressemble pas à ce qui montre sur leur site.
ils font exprès de bloquer l'ajout des photos et de on peut pas valider le commentaire, donc les gens se font avoir quand ils ne trouvent pas d'Avis négatif
et ces arnaqueurs continuent à vendre leurs faux produit",Negative,Marketplace,0
264,Smooth transaction,5,13-11-2020,"Smooth transaction
Will buy again ;)",Negative,Uncategorized,1
265,Tout simplement parfait !,5,,"Très bon vendeur , attentif et serviable . Le vendeur répond rapidement à vos questions . Les produits sont de qualité , le service est remarquable . Je conseille vivement cette entreprise pour son sérieux et sa serviabilité .",Positive,Customer Service,1
266,Très déçu j'ai acheté de montre,1,23-10-2020,"Très déçu j'ai acheté de montre ! Les deux ne fonctionne pas . J'ai fait changer les 2 pile rien , j'ai fait plusieurs vidéos envoyé au service clients et mail, pas une réponse ! ni le vendeur ( numéro commande 54479687001023406) 38,78€.
Je déconseille d'acheter sur ce site Alibaba , mois c'est la première et la dernière . ( Il sont pas honnête ) .et le service client nuls .",Negative,Customer Service,0
267,ALIBABA site auquel il ne faut pas vous…,1,02-11-2020,ALIBABA site auquel il ne faut pas vous fiez ne prenez pas d assurance il ne rembourse rien se moque des clients vous demandes des masses de renseignements mais vous dit qu'il ne faut rien attendre d eux. Les chinois dans toute leur splendeur. Ne contrôle rien et sont les meilleurs commanditaire de contrefaçon. J ai un litige avec qui trouveras aucune solution. Société a éviter a tout prix comme le commerce avec la chine.,Negative,Customer Service,0
268,KingBrite Led Grow Light LM301H,5,,KingBrite is the best supplier on Alibaba for Led Grow Light LM301H,Negative,Uncategorized,1
269,CONFIANCE ABSOLUE,4,26-10-2020,"J'ai le même niveau de confiance avec Alibaba qu'avec Amazon ou Ebay, ils sont tous les mêmes pour moi, cependant l'implémentation et l'aspect visuel du site me déroutent parfois un peu.",Negative,Marketplace,1
270,Demande de remboursement,1,,"J'ai commandé des articles, PS4 pro 1To qui étaient en promotion, c'est-à-dire, tu achètes 2, on t'en offre 1 de plus, avec 15 jeux par console et 2 controleurs. J'ai payé pour 2 consoles, c'est-à-dire 300$ et le fournisseur me dit qu'il y a une erreur sur mon colis. Au lieu de 3, on a mis 15 articles et que je devais payer l'excédent. J'envoie les 200$ qu'ils avaient demandé, le fournisseur m'ecrit en disant que mes articles n'étaient pas enregistrés au Cuba, lieu de transit des articles à la compagnie maritime, et que je devais ajouter 300$. C'est de l'arnaque ça! Pour une erreur commise par eux, c'est moi qui dois en patir? J'exige d'être remboursée. Au total vous devez me rembourser mes 500$. Vous êtes des arnaqueurs!!! Et sachez que moi je suis africaine, bantoue. Chez moi, on ne badine pas avec l'argent de la sueur d'une personne. Vois êtes avertis. La société se nomme ""Valve Corporation"". Remboursez moi où je vous montrerai de quoi les africains sont capables.",Negative,Customer Service,0
271,great product !!!!!!,5,,great product !!!!!!,Neutral,Uncategorized,1
272,Bonne transaction avec Anping county…,4,03-10-2020,Bonne transaction avec Anping county Yize Metal,Neutral,Uncategorized,1
273,Better than amazon or cdiscount.,5,,Better than amazon or cdiscount.,Negative,Marketplace,1
274,Je vie un véritable cauchemars avec…,1,14-09-2020,"Je vie un véritable cauchemars avec Alibaba ,une escroquerie de 3200 euro le vendeur un skamer ne répond plus à mes demandes normal !! ,bien sur Alibaba ne fais rien ,on se demande si il y à quelqu'un chez eu qui prenne au sérieux les clients  
pour temps classer OR par Alibaba  ,je viens de voir qu'il à ouvert un autre site avec l'aval d’Alibaba 
franchement je ne sais plus ou me tourner
attention
Nom edmis lavras sia auto fons Lettonie 
Nom edmis lauras  fixparts Allemagne
scamer très dangereux",Neutral,Customer Service,0
275,Bon site,5,12-09-2020,"Bon site, intermédiaire efficace avec des laboratoires chinois.",Negative,Marketplace,1
276,Démarche frauduleuse,1,24-08-2020,"Je me suis littéralement fait arnaquer sur ce site. J'ai acheté un produit pour analyse médicale suite à un appel d'offre. La société qui m'a répondu m'a adressé le certificat d'analyse mais je n'ai pas reçu le produit commandé, ce n'était pas ce produit qui était mentionné ni sur l'étiquette ni sur la facture et sur les documents douaniers. Pour des raisons de passage de douane, la société ne mentionnait pas le nom du produit. Je n'ai donc aucun moyen de vérifier s'il s'agit du produit commandé ou de la farine ! Ali Baba chez qui j'avais pourtant contracté une assurance m'a octroyé la moitié seulement du montant à titre généreux. Le fournisseur m'a dit qu'il s'agissait bien du produit, je n'avais qu'à le faire tester !!!! Bref grosse arnaque.",Negative,Marketplace,0
277,Arnaque dans ce site,1,23-08-2020,"J ai commandé  plusieurs articles  sur ce site les deux premiers  fois j ai les reçu  en retard mais la dernière  fois je n ai rien reçu  et sur le site c est marqué  que les produits sont livrés,  j ai essayé  de les contacter  et j ai fait des litiges  , mais eux ils veulent  rien savoir  et ils ont mis que j ai reçu les produits . Je fais plus de commande  dans ce site , c est le vol assuré",Negative,Customer Service,0
278,J'ai fais commendes plus 7000 dollars,1,18-08-2020,"J'ai fais commendes plus 7000 dollars, j'ai toujours pas reçu et les vendeurs me demandent de pays encore etc. Je suis perdu vous pouvez m'aider svp",Negative,Uncategorized,0
279,Remboursement,1,09-08-2020,"Suite à une ANNULATION d'un vendeur, je me fais rembourser normalement, mais surprise, Alibaba me rembourse seulement 198€35 au lieu de 206€67 + 5e17 de frais de carte. L'ARNAQUE. quand on rembourse c'est la totalité et pas 3/4 surtout si le problème viens du vendeur: Shenzhen Kuze Technology Co., Ltd.",Negative,Customer Service,0
280,Une arnaque durable,1,07-08-2020,"J’ai commandé un kit de blanchiment dentaire pour tester le produit, le lendemain le fournisseur ne donnait aucun signe de vie alors j’ai demandé le remboursement de mes 78€ et ça fait 20 jours qu’Alibaba.com me balade dans tous les sens, me réclamant des preuves de l’accord à l’amiable entre le vendeur et moi, ce que j’ai envoyé à 3 reprises, j’ai même repris contact avec le vendeur qui me dit qu’il va me rembourser et que c’est Alibaba.com qui retarde le remboursement. Bref j’ai lâché l’affaire, pour 78€ je vais pas m’user. Avant de commander chez eux, réfléchissez bien ou passez par une société de sourcing ou de je ne sais quoi mais Alibaba.com est une grosse arnaque",Negative,Customer Service,0
281,C'était super j'ai aimé,5,,C'était super j'ai aimé,Positive,Uncategorized,1
282,Commande pas livré vous êtes bien Ali…,1,24-07-2020,Commande pas livré vous êtes bien Ali Baba et ses 40 voleurs livré dans un autre département comme par hasard vous êtes bien des voleurs Alibaba et ses 4 milliard de voleurs,Negative,Customer Service,0
283,Bonjour j'ai commandé une machine pour…,1,,Bonjour j'ai commandé une machine pour le prix transport compris pour 1254 € le vendeur après la commande me demande 450 dollars en plus parceque le coup de fabrication est plus élevé  et me demande d'allé chercher la machine au port d'envers Alibaba à lu mon premier message mais n'a toujours rien fait j'ai laissé mon GSM mon numéro de commande  mais rien  le le vendeur est malhonnête il essaie de m'escroqué de l'argent attention  attention,Negative,Customer Service,0
284,Aucun serieux du site,1,21-07-2020,"J'ai fait une commande sur ce site, en prenant leur assurance. Colis marquer comme reçu par alibaba plus de 15 jours avant la reel reception. Colis arrivé incomplet et cassé, j'ai essayé de faire jouer la garantie. impossible..... on me balade, en me disant que hors delais ......  Je suis tres deçu...  Meme pas possible de mettre un avis sur le vendeur en direct",Negative,Customer Service,0
285,Yongkang Dogebos Industrial Co.,5,18-07-2020,"Yongkang Dogebos Industrial Co., Ltd.
contact Evelyn Shen
trés bonne société , j ai commandé des vélo et 10 jours après j ai reçus mes colis  a la maison...et pour le service après vente j ai casser une pédale 8 jours aprés la pédale est arrivé au magasin ..bravo pour le service  thierry lobruto",Neutral,Customer Service,1
286,Commande passé il y à 3mois et toujours rien reçu et impossible à joindre le service  grosse arnaque plus aucune commande chez eux,1,10-07-2020,"Commande passé depuis 3 mois et aucune livraison grosse arnaque 
Impossible de joindre le site. 🤨🤨🤨🤨",Negative,Customer Service,0
287,Qualité médiocre du service après vente,1,06-07-2020,"J'ai fait plusieurs achat tout était jusque la correcte sur le site aliexpress mais malheureusement sur ma derniere commande la poste ne pas livré du coup impossible de me faire rembourser un achat que je n'ai jamais reçu
Conseil n'achetez surtout pas des produits chères.....",Negative,Customer Service,0
288,piètre service,1,02-07-2020,"j'ai passé plusieurs fois des commandes et il est vrai que j'ai toujours reçu les produits. Mais la dernière commande une catastrophe je suis toujours en attente d'un power bank à 15€ et de 2 protection pour mon smartphone 9€ soit 24€ commandés en Février dernier et toujours pas reçu , ce n'est pas trop la somme qui me pose problème c'est la manière qu'ils traitent mes demandes, ils n'en ont rien à faire c'est désolant de voir le manque de respect pour leurs client. Bien évidement je ne passerai plus jamais de commandes chez eux.",Negative,Electronics,0
289,Faite atention à se cite d'arnaque  que…,1,,"Faite atention à se cite d'arnaque  que le service alibaba protège les chinois sur leur cite il save qu'ils on des arnaqueurs et il y à aucun assurance pour votre marchandise non reçu 
c'est juste de la fausse publicîté payer par paypal !!  vous serez plus protéger que cette entreprise qui protège  la protection des arnaqueurs chinois. Les acheteurs perdre tout achat et argant.  Moi j' ai perdu des achats qui ont même pas été livrer à mon adresse au canada il voie bien le service alibaba que ma marchandise n'a pas été livrer à mon adresse et ils ont clore le litige en faveur des chinois c'est des voleurs  crosseur.",Negative,Customer Service,0
290,Mauvaise qualité des articles,1,01-07-2020,Mauvaise qualité des articles. A fuir !,Negative,Marketplace,0
291,J'ai commandé des lettres  lumineuse,2,25-06-2020,"J'ai commandé des lettres  lumineuse, chez Henan Luck Trading Company Lt via Alibaba. On m'avez fait miroité qualité top,  6 mois après les lettres on toutes rouiller, j'ai contacté le vendeur un discourt sans fin !
avec des arguments absurdes!
on pense faire de bonne affaire mais il faut savoir que les chinois sont les rois du commerce ils savent vendre!  mais depuis j'ai mis une croix sur tout ce qui se vends sur wish, alibaba aliexpress, ce sont des ventes sans retour ni garanti.
Il existe un vrais marche chinois mais il faut être sur place!!",Positive,Customer Service,0
292,"J'ai fait une enquête, c'est de l'arnaque",1,21-06-2020,"Bonjour a tous 
La 1ere des choses a dire, je vous déconseille ce site 
Je vous explique 
J ai un projet d'ouvrir un entrepôt de vente des produits alimentaires enfant que grossiste, J ai donc essayé de voir les tarifs chez Alibaba, des tarifs très avantageux qui ont une évidence de donner un Max de bénéfice 
Avant de faire mes commandes, J ai essayé de lire les avis ici même, car moi avant de faire un achat sur Internet je fais tjrs une recherche du marchand sur Google et aussi du site vendeur. 

Les avis de Trustpilot m'ont alerté. Bcp des avis négatifs liés à une escroquerie.Mais d un côté j'ai Lu aussi des avis favorables. 
J'ai pensé que peut être qu' il fallait bien  cibler les  fournisseurs, C est a dire aller vers les producteurs direct, c'est ce que j'ai fait
J ai contacté les producteurs d'huile d'olive, du riz balmatic, des pâtes, des oeufs Bio, du sucre, de la farine de blé bio 

A ces producteurs, j ai essayé de les écrire avec un anglais correct, curieusement le plus souvent ils m'ont demandé de faire la conversation WhatsApp ou bien une question que si je suis un américain ou pas ? 
J'ai compris que il y a qlq chose qui se cache entre ces deux demandes insistantes, alors j ai joué le jeu aussi, J ai dit que ke suis un ancien  officier de la FBI et je suis retraité, je veux me convertir dans le business de vente des produits alimentaires en gros, et J ai commencé à leur demander si ils ont des hectares de champs de riz ou de blé, où est ce qu'ils trouvent les olives qu'ils transforment en huile, etc 

J ai passé 3 semaines dans cette petite enquête personnelle. 
Aujourd'hui, je viens de remarquer que tous ces marchands que J 'ai discuté avec, leurs comptes ont disparu, très très surpris, 
J'ai compris une chose, ce site c'est de la daube, c'est une escroquerie organisée, 
Ne partez pas jeter votre argent dans leur poche, je doute mm que tous ces marchandises existe, c'est du vol 
Oublier ça, moi J ai eu la réponse, j'allais engagé plus de 100 000 euros dans les business avec Alibaba et ses fournisseurs fantômes 
A fuir vraiment. 
Franchement ça n'a rien à avoir avec les sites comme Amazon

Un vrai Conseil de ma part qui ai mené une petite enquête personnelle car j'ai un projet, ne partez pas jeter votre argents sur Alibaba, j'ai fait ce qu'il fallait faire, c'est a dire vous partager mon expérience, libre a vous et votre fric",Negative,Food,0
293,Que des Escrot,1,18-06-2020,Que des Escrot ! Il faut sans arrêt payer mais on ne reçoit rien !! NE JAMAIS COMMANDER CHEZ EUX !!!! une personne avertie en vaut 2..,Negative,Customer Service,0
294,pour le moment je ne juge pas car j aie…,1,18-06-2020,pour le moment je ne juge pas car j aie commande pas de nouvelles mon compte ne s ouvre pas payee mais pas de nouvelles je mettrais une autre note si recu,Negative,Customer Service,0
295,Je déconseille,2,10-06-2020,"Je déconseille. Les prix affichés ne sont pas ceux qui nous attendent c'est pour ""appâter"" le client. Exemple prix affiché pour 1 interrupteur : 15 euros, je fais une demande de commande on m'annonce 30 euros + port. Grosse perte de temps!! Je ne veux plus en entendre parler!",Negative,Customer Service,0
