id,title,rating,date,body,sentiment,category,satisfied,text
1518,Service client malhonnête / arnaque,1,2024-03-07 00:00:00+00:00,"Le service client est malhonnête et prêt à mentir pour faire commander. J'avais commandé un vélo en 100% . Le jour supposé de la livraison, je reçois un message m'indiquant que la commande est annulée pour cause de rupture de stock. La même journée le vélo réapparait sur le site (sans l'offre 100% cagnotté), je contacte donc le SAV par téléphone qui m'assure que je peux recommander le vélo et qu'ils me donneront la cagnotte, ce que je fais (j'ai pu obtenir les enregistrements en m'adressant au service vie privée). Puis plus tard ils me disent que je n'aurai pas la cagnotte. J'écris en RAR et reçois un mail me disant la même chose : pas de cagnotte. Le vélo est toujours en stock, ils ont juste décider de ne pas appliquer l'offre promotionnelle qui m'avait fait l'acheter, c'est honteux et me fait perdre 500€. Et ils se cachent bien sûr derrière un SAV par téléphone et le SAV français joignable uniquement par RAR et qui répond par des mails auquel on ne peut pas répondre.
[mise a jour: Les mensonges continuent ici même, j'ai la preuve avec l'enregistrement que CDiscount m'a affirmé que j'aurai l'offre sur la 2ème commande ; et cette commande a été annulée alors que le vélo était en stock ; CDiscount a donc juste ""annulé"" et menti ; et le geste commercial de 10€ couvre à peine le RAR sachant que je dervais encore me battre pour récupérer les 600 euros immobilisés depuis un mois, incluant frais de port de 45€]",Negative,Electronics,0,"Service client malhonnête / arnaque Le service client est malhonnête et prêt à mentir pour faire commander. J'avais commandé un vélo en 100% . Le jour supposé de la livraison, je reçois un message m'indiquant que la commande est annulée pour cause de rupture de stock. La même journée le vélo réapparait sur le site (sans l'offre 100% cagnotté), je contacte donc le SAV par téléphone qui m'assure que je peux recommander le vélo et qu'ils me donneront la cagnotte, ce que je fais (j'ai pu obtenir les enregistrements en m'adressant au service vie privée). Puis plus tard ils me disent que je n'aurai pas la cagnotte. J'écris en RAR et reçois un mail me disant la même chose : pas de cagnotte. Le vélo est toujours en stock, ils ont juste décider de ne pas appliquer l'offre promotionnelle qui m'avait fait l'acheter, c'est honteux et me fait perdre 500€. Et ils se cachent bien sûr derrière un SAV par téléphone et le SAV français joignable uniquement par RAR et qui répond par des mails auquel on ne peut pas répondre.
[mise a jour: Les mensonges continuent ici même, j'ai la preuve avec l'enregistrement que CDiscount m'a affirmé que j'aurai l'offre sur la 2ème commande ; et cette commande a été annulée alors que le vélo était en stock ; CDiscount a donc juste ""annulé"" et menti ; et le geste commercial de 10€ couvre à peine le RAR sachant que je dervais encore me battre pour récupérer les 600 euros immobilisés depuis un mois, incluant frais de port de 45€]"
1519,le 06/02/24 j'ai passé une commande que…,1,2024-03-02 00:00:00+00:00,"malgré les messages de Damien qui se voulaient rassurant rien n'a été fait
si j'avais su, j'aurais retourné ma commande pour être remboursée intégralement et je l'aurais repassée en prenant soin de ne pas validée l'offre gratuite
mes bons cadeaux n'auraient servis qu'à régler ma commande
cela m'aurait évité d'être pris en otage avec leur bon 
d'achat, je ne suis pas prêt de recommander cette entreprise auprès de mes proches

je ne souhaite qu'une seule chose, être remboursée sur carte bancaire, les 29 € n'aurait jamais dû être déduit du montant des mes Chq-Kdo !
dans cette attente

le 06/02/24 j'ai passé une commande que j'ai réglé en Chq-Kdo, je me suis laissé tenté par l'offre d'essai 6 jours gratuit de C-discount à volonté pour cela il m'a été demandé l'empreinte de ma carte bancaire, jusque là pas de souci, j'ai annulé l'offre deux jours plus tard, cependant en consultant mon relevé de compte de février j'ai constaté que les 29 € m'ont été prélevés, le service client prétend que ces 29 € correspondent au solde ma commande car j'aurais validé l'abonnement C-discount à volonté via mes Chq-Kdo ce qui est totalement faux, il refuse de me rembourser ces 29€ sur ma carte bancaire et on d'office crédité 29 € en Bon Kdo dans mon compte, je trouve cette pratique inacceptable, c'est de la vente forcée car cela va m'obliger à passer une commande sur leur site pour ne pas perdre ces 29€, de plus lorsque l'on appelle le service client on passe d'interlocuteur en interlocuteur en devant écouter mots pour mots le message pré-écrit pour chaque appel et notre point de vue n'est pas pris en compte, il campe sur leur position et refuse d'admettre leur erreur, ils n'ont aucune considération pour leur client",Negative,Customer Service,0,"le 06/02/24 j'ai passé une commande que… malgré les messages de Damien qui se voulaient rassurant rien n'a été fait
si j'avais su, j'aurais retourné ma commande pour être remboursée intégralement et je l'aurais repassée en prenant soin de ne pas validée l'offre gratuite
mes bons cadeaux n'auraient servis qu'à régler ma commande
cela m'aurait évité d'être pris en otage avec leur bon 
d'achat, je ne suis pas prêt de recommander cette entreprise auprès de mes proches

je ne souhaite qu'une seule chose, être remboursée sur carte bancaire, les 29 € n'aurait jamais dû être déduit du montant des mes Chq-Kdo !
dans cette attente

le 06/02/24 j'ai passé une commande que j'ai réglé en Chq-Kdo, je me suis laissé tenté par l'offre d'essai 6 jours gratuit de C-discount à volonté pour cela il m'a été demandé l'empreinte de ma carte bancaire, jusque là pas de souci, j'ai annulé l'offre deux jours plus tard, cependant en consultant mon relevé de compte de février j'ai constaté que les 29 € m'ont été prélevés, le service client prétend que ces 29 € correspondent au solde ma commande car j'aurais validé l'abonnement C-discount à volonté via mes Chq-Kdo ce qui est totalement faux, il refuse de me rembourser ces 29€ sur ma carte bancaire et on d'office crédité 29 € en Bon Kdo dans mon compte, je trouve cette pratique inacceptable, c'est de la vente forcée car cela va m'obliger à passer une commande sur leur site pour ne pas perdre ces 29€, de plus lorsque l'on appelle le service client on passe d'interlocuteur en interlocuteur en devant écouter mots pour mots le message pré-écrit pour chaque appel et notre point de vue n'est pas pris en compte, il campe sur leur position et refuse d'admettre leur erreur, ils n'ont aucune considération pour leur client"
1520,bonne experiance,5,2024-03-07 00:00:00+00:00,Très satisfait de mes achats sur Cdiscount,Positive,Uncategorized,1,bonne experiance Très satisfait de mes achats sur Cdiscount
1521,Toujours super !!!,5,2024-03-07 00:00:00+00:00,Toujours super !!!,Positive,Uncategorized,1,Toujours super !!! Toujours super !!!
1522,service rapide efficace,5,2024-03-07 00:00:00+00:00,service rapide efficace,Positive,Customer Service,1,service rapide efficace service rapide efficace
1523,Facilité de commande,5,2024-02-28 00:00:00+00:00,"Je ne peux pas encore me prononcer vue que je n'ai pas encore reçu le produit, sinon commande passez avec facilité.",Negative,Customer Service,1,"Facilité de commande Je ne peux pas encore me prononcer vue que je n'ai pas encore reçu le produit, sinon commande passez avec facilité."
1524,SAV A FUIR!!!,1,2024-01-08 00:00:00+00:00,"Iphone recondtionné acheté en décembre 23 et renvoyé immédiatement car défaillant. Le revendeur indique 4 jours apres reception que le telephone n’est pas dans sa boite. J’exige une photo de mon emballage et la surprise, ce n’est pas le mien!! Depuis c’est le chat qui se mord la queue, j’ai deposer une plainte car cdiscount (et encore moins le revendeur) fait la sourde oreille",Negative,Electronics,0,"SAV A FUIR!!! Iphone recondtionné acheté en décembre 23 et renvoyé immédiatement car défaillant. Le revendeur indique 4 jours apres reception que le telephone n’est pas dans sa boite. J’exige une photo de mon emballage et la surprise, ce n’est pas le mien!! Depuis c’est le chat qui se mord la queue, j’ai deposer une plainte car cdiscount (et encore moins le revendeur) fait la sourde oreille"
1525,"Emballages pourris, a fuir ...",1,2024-03-06 00:00:00+00:00,"Je viens de recevoir une tablette Samsung s9 commandee sur Cdiscount. Elle m'a été livrée dans une boîte en carton entrouverte, sans aucune protection, et beaucoup trop grande  : a l'intérieur, la boîte originale de la tablette était complètement explosée, les scellés déchirés, et la tablette et le stylet se promenaient a l'intérieur. Un miracle que le stylet ne soit passe par les ouvertures du carton et que la tablette fonctionne. En résumé, ne commandez pas sur cette plateforme, qui est certes moins chère, mais on comprends pourquoi. Pourtant un bout de mousse ça coûte pas cher ! Lamentable...",Negative,Electronics,0,"Emballages pourris, a fuir ... Je viens de recevoir une tablette Samsung s9 commandee sur Cdiscount. Elle m'a été livrée dans une boîte en carton entrouverte, sans aucune protection, et beaucoup trop grande  : a l'intérieur, la boîte originale de la tablette était complètement explosée, les scellés déchirés, et la tablette et le stylet se promenaient a l'intérieur. Un miracle que le stylet ne soit passe par les ouvertures du carton et que la tablette fonctionne. En résumé, ne commandez pas sur cette plateforme, qui est certes moins chère, mais on comprends pourquoi. Pourtant un bout de mousse ça coûte pas cher ! Lamentable..."
1526,Nul de chez nul ,1,2024-03-06 00:00:00+00:00,"Nul de chez nul ! Impossible de joindre le service client,  ça fait 1 mois que j'attends ma commande , aucune information rien!!",Negative,Customer Service,0,"Nul de chez nul  Nul de chez nul ! Impossible de joindre le service client,  ça fait 1 mois que j'attends ma commande , aucune information rien!!"
1527,j'ai passé une commande et je n'ai rien…,1,2024-03-06 00:00:00+00:00,"j'ai passé une commande et je n'ai rien reçue. impossible de les contacter.
C'est de l'arnaque je commanderais plus jamais sur Cdiscount. Et malgré votre réponse habituel, bien sur j'ai contacté le vendeur qui ne répond pas. De plus dans les évaluations de ce vendeur ce comporte et habituel. Et ainsi la situation est bloqué . Donc Cdisount devrait réagir car le vendeur empoche les euros mais il ne livre rien. Comment vous appelé cette situation?
",Negative,Customer Service,0,"j'ai passé une commande et je n'ai rien… j'ai passé une commande et je n'ai rien reçue. impossible de les contacter.
C'est de l'arnaque je commanderais plus jamais sur Cdiscount. Et malgré votre réponse habituel, bien sur j'ai contacté le vendeur qui ne répond pas. De plus dans les évaluations de ce vendeur ce comporte et habituel. Et ainsi la situation est bloqué . Donc Cdisount devrait réagir car le vendeur empoche les euros mais il ne livre rien. Comment vous appelé cette situation?
"
1529,Service après vente inexistant ,1,2024-03-06 00:00:00+00:00,"A fuir ! Expérience catastrophique avec Cdiscount
Lave linge acheté en janvier 2022, et nous n'avons rencontré que des problématiques sur l'appareil. Le service après vente ne sert strictement à rien et ne comprend rien à ce qu'on lui explique bref 2 ans de galère et maintenant que la garantie est finie ce n'est plus leur problème 

Pour complément suite à la réponse de Cdiscount : si vous reprenez l'historique de notre problématique depuis Avril 2023, vous comprendrez les reproches énoncés. J'ai laissé un avis sur le produit directement sur le site Cdiscount qui n'a pas été validé donc on ne peut même pas prévenir les autres utilisateurs. Ça ne sert à rien de demander de laisser un avis si seul les avis positifs sont pris en compte et publiés ",Negative,Customer Service,0,"Service après vente inexistant  A fuir ! Expérience catastrophique avec Cdiscount
Lave linge acheté en janvier 2022, et nous n'avons rencontré que des problématiques sur l'appareil. Le service après vente ne sert strictement à rien et ne comprend rien à ce qu'on lui explique bref 2 ans de galère et maintenant que la garantie est finie ce n'est plus leur problème 

Pour complément suite à la réponse de Cdiscount : si vous reprenez l'historique de notre problématique depuis Avril 2023, vous comprendrez les reproches énoncés. J'ai laissé un avis sur le produit directement sur le site Cdiscount qui n'a pas été validé donc on ne peut même pas prévenir les autres utilisateurs. Ça ne sert à rien de demander de laisser un avis si seul les avis positifs sont pris en compte et publiés "
1530,Commande annulée le jour prévu de livraison !,1,2024-03-06 00:00:00+00:00,"Je passe commande pour 2 articles identiques pour mes activités pros. Le jour de la livraison, je reçois un mail comme quoi le vendeur annule ma commande et cet l'article n'est plus disponible. Et la gestion des stocks alors ?! On est en 2024 !!! C'est inadmissible ! Après on s'étonne que les gens passent par Amazon ! Jamais eu aucun soucis avec le concurrent !",Negative,Customer Service,0,"Commande annulée le jour prévu de livraison ! Je passe commande pour 2 articles identiques pour mes activités pros. Le jour de la livraison, je reçois un mail comme quoi le vendeur annule ma commande et cet l'article n'est plus disponible. Et la gestion des stocks alors ?! On est en 2024 !!! C'est inadmissible ! Après on s'étonne que les gens passent par Amazon ! Jamais eu aucun soucis avec le concurrent !"
1531,livraison,5,2024-03-05 00:00:00+00:00,en ce que je reçoive vraiment ma commande!!!,Negative,Customer Service,1,livraison en ce que je reçoive vraiment ma commande!!!
1532,Catastrophique,1,2024-03-06 00:00:00+00:00,"Après 21 ans chez eux, nous sommes très déçu du service client.
En effet, nous avons acheté une trottinette surpass via leur site. Après deux utilisations la trottinette à montrer des défauts.
Nous avons fait marcher le SAV qui nous a été refusé. Nous sommes rapprochés de Cdiscount qui n’a pas voulu prendre en compte notre demande et à clôturer notre dossier. Nous avons prouvé par A+ B que le problème venait bien de la trottinette et Cdiscount n’a pas voulu nous écouter.
Nous avons perdu 200 € dans l’histoire, pour un article qui a six mois.
Très difficile d’accéder au service client qui dit nous répondre sous 48 heures.
Nous avons dû les relancer à plusieurs reprises.
Je ne recommande pas du tout cette plate-forme, je suis vraiment très déçue

Je me permets de répondre à Cdiscount: suite à cette déconvenue, nous avons voulu appeler cibox surpass pour récupérer notre trottinette : le numéro de téléphone sur le devis qui n’a qu’un mois est non attribué !je pense que Cdiscount devrait vérifié avec qui il travaille pour éviter ce genre d’avis ….

Je me permets de répondre de nouveau: pourquoi nous avoir remboursé la première fois notre trottinette alors qu’elle rencontrait le même problème ? 
Nous avons fait confiance à votre plate-forme qui nous a apporté satisfaction lors de notre premier litige avec votre marchand. Ce qui nous déçoit énormément c’est que notre dossier a été clôturé sans retour de votre part 
De plus vous êtes sensé être garant de vos vendeurs, je trouve inadmissible que nous ne puissions pas les contacter car ils donnent un numéro erroné. Vous êtes donc notre seul interlocuteur….",Negative,Electronics,0,"Catastrophique Après 21 ans chez eux, nous sommes très déçu du service client.
En effet, nous avons acheté une trottinette surpass via leur site. Après deux utilisations la trottinette à montrer des défauts.
Nous avons fait marcher le SAV qui nous a été refusé. Nous sommes rapprochés de Cdiscount qui n’a pas voulu prendre en compte notre demande et à clôturer notre dossier. Nous avons prouvé par A+ B que le problème venait bien de la trottinette et Cdiscount n’a pas voulu nous écouter.
Nous avons perdu 200 € dans l’histoire, pour un article qui a six mois.
Très difficile d’accéder au service client qui dit nous répondre sous 48 heures.
Nous avons dû les relancer à plusieurs reprises.
Je ne recommande pas du tout cette plate-forme, je suis vraiment très déçue

Je me permets de répondre à Cdiscount: suite à cette déconvenue, nous avons voulu appeler cibox surpass pour récupérer notre trottinette : le numéro de téléphone sur le devis qui n’a qu’un mois est non attribué !je pense que Cdiscount devrait vérifié avec qui il travaille pour éviter ce genre d’avis ….

Je me permets de répondre de nouveau: pourquoi nous avoir remboursé la première fois notre trottinette alors qu’elle rencontrait le même problème ? 
Nous avons fait confiance à votre plate-forme qui nous a apporté satisfaction lors de notre premier litige avec votre marchand. Ce qui nous déçoit énormément c’est que notre dossier a été clôturé sans retour de votre part 
De plus vous êtes sensé être garant de vos vendeurs, je trouve inadmissible que nous ne puissions pas les contacter car ils donnent un numéro erroné. Vous êtes donc notre seul interlocuteur…."
1533,vec l'option A volonté je vais être livré en express,5,2024-03-06 00:00:00+00:00,"Comme toujours, merci Cdiscount... Avec l'option A volonté je vais être livré en express gratuitement suite a casse de smartphone... Super.",Neutral,Electronics,1,"vec l'option A volonté je vais être livré en express Comme toujours, merci Cdiscount... Avec l'option A volonté je vais être livré en express gratuitement suite a casse de smartphone... Super."
1534,Pour les commandes passés sur cdiscount…,3,2024-02-27 00:00:00+00:00,Pour les commandes passés sur cdiscount oui mais les commandes pour les vendeurs tiers pas du tout !,Negative,Customer Service,0,Pour les commandes passés sur cdiscount… Pour les commandes passés sur cdiscount oui mais les commandes pour les vendeurs tiers pas du tout !
1535,Payer 25 euros pour se voir refuser la…,1,2024-03-05 00:00:00+00:00,Payer 25 euros pour se voir refuser la réparation de son téléphone tombait ACCIDENTELLEMENT; INACCEPTABLE,Negative,Electronics,0,Payer 25 euros pour se voir refuser la… Payer 25 euros pour se voir refuser la réparation de son téléphone tombait ACCIDENTELLEMENT; INACCEPTABLE
1536,commande facile et rapide,5,2024-03-04 00:00:00+00:00,commande facile et rapide,Neutral,Customer Service,1,commande facile et rapide commande facile et rapide
1537,pas moyen d utiliser un bon d achat et…,1,2024-03-05 00:00:00+00:00,pas moyen d utiliser un bon d achat et payer en 4 fois par cb,Negative,Uncategorized,0,pas moyen d utiliser un bon d achat et… pas moyen d utiliser un bon d achat et payer en 4 fois par cb
1538,Super site,5,2024-03-05 00:00:00+00:00,"Super site, prix intéressants et bonne promos+++",Positive,Marketplace,1,"Super site Super site, prix intéressants et bonne promos+++"
1539,Bonjour inadmissible site à évite ,1,2024-03-05 00:00:00+00:00,"Bonjour 
N’acheter pas sur ce site mon Frere handicapé aphasie a acheté une trottinette électrique payer en 4 mois au bout de 3 mois elle ne fonctionne plus il la renvois demande de l’aide pour faire le colis là personne à colle la preuve dépôt  avec maintenant elle est perdu et il veulent pas rembourser sans cette preuve presque 400€ qui a perdu et ne peut pas s’en acheter une autre car pas les finances au téléphone c discount ne veut rien savoir en plus écoute pas les gens et fond comprendre que eux on pleins d argent que c’est pas pour juste une personne de mécontents qu’ils auront plus de clients 
C’est inadmissible c’est juste une mauvaise compréhension de mon frère qui est aphasie et sourdite  verbal 
Ce sont des voleurs 
A évite allé sur amazone en plus moins chère ",Negative,Electronics,0,"Bonjour inadmissible site à évite  Bonjour 
N’acheter pas sur ce site mon Frere handicapé aphasie a acheté une trottinette électrique payer en 4 mois au bout de 3 mois elle ne fonctionne plus il la renvois demande de l’aide pour faire le colis là personne à colle la preuve dépôt  avec maintenant elle est perdu et il veulent pas rembourser sans cette preuve presque 400€ qui a perdu et ne peut pas s’en acheter une autre car pas les finances au téléphone c discount ne veut rien savoir en plus écoute pas les gens et fond comprendre que eux on pleins d argent que c’est pas pour juste une personne de mécontents qu’ils auront plus de clients 
C’est inadmissible c’est juste une mauvaise compréhension de mon frère qui est aphasie et sourdite  verbal 
Ce sont des voleurs 
A évite allé sur amazone en plus moins chère "
1540,Je suis très content de Cdiscount.,5,2024-03-05 00:00:00+00:00,"Je suis très content de Cdiscount.
Les produits sont de bon rapport qualité-prix.",Negative,Marketplace,1,"Je suis très content de Cdiscount. Je suis très content de Cdiscount.
Les produits sont de bon rapport qualité-prix."
1542,Un SAV formidable !!,5,2024-03-05 00:00:00+00:00,"J'avais peu d'expériences sur CDiscount mais suite à un achat KARCHER d'un appareil FC7 à pannes multiples, ils ont pris les choses en main et organisé un remboursement contre renvoi de l'appareil plusieurs mois après. Mais la poste a perdu le colis de retour (quand ça veut pas ). Après fourniture des justificatifs d'envoi, ils m'ont quand même remboursé. Etonnement et bravo, vous avez gagné un client fidèle.",Negative,Customer Service,1,"Un SAV formidable !! J'avais peu d'expériences sur CDiscount mais suite à un achat KARCHER d'un appareil FC7 à pannes multiples, ils ont pris les choses en main et organisé un remboursement contre renvoi de l'appareil plusieurs mois après. Mais la poste a perdu le colis de retour (quand ça veut pas ). Après fourniture des justificatifs d'envoi, ils m'ont quand même remboursé. Etonnement et bravo, vous avez gagné un client fidèle."
1543, bon suivit ,5,2024-03-05 00:00:00+00:00,"Vite enregistré, bon suivit 
",Negative,Uncategorized,1," bon suivit  Vite enregistré, bon suivit 
"
1544,Toujours pas content,1,2023-12-09 00:00:00+00:00,"Après 11 appels  téléphoniques et plus de deux mois, le problème est à moitié résolu.
Après le renvoi de la pièce non conforme (le 16 février),
je devais être remboursé 7 à 8 jours plus tard. Nous sommes le 5 Mars et toujours rien, je viens de rappeler Cdiscount qui dit que j'aurais des nouvelles dans 48 heures. Je suis septique comme la fosse!!!",Negative,Customer Service,0,"Toujours pas content Après 11 appels  téléphoniques et plus de deux mois, le problème est à moitié résolu.
Après le renvoi de la pièce non conforme (le 16 février),
je devais être remboursé 7 à 8 jours plus tard. Nous sommes le 5 Mars et toujours rien, je viens de rappeler Cdiscount qui dit que j'aurais des nouvelles dans 48 heures. Je suis septique comme la fosse!!!"
1545,livraison rapide produit correct,5,2023-07-12 00:00:00+00:00,livraison rapide produit correct,Neutral,Shipping,1,livraison rapide produit correct livraison rapide produit correct
1546,La plupart du temps tout se passe bien,5,2024-01-24 00:00:00+00:00,"La plupart du temps tout se passe bien,  la livraison est rapide, et l' emballage soigné",Neutral,Shipping,1,"La plupart du temps tout se passe bien La plupart du temps tout se passe bien,  la livraison est rapide, et l' emballage soigné"
1547,Cdiscount toujours là pour le meilleur.,5,2024-03-04 00:00:00+00:00,Cdiscount toujours là pour le meilleur.,Negative,Uncategorized,1,Cdiscount toujours là pour le meilleur. Cdiscount toujours là pour le meilleur.
1548,Très déçue de la hotline de Cdiscount,1,2024-02-29 00:00:00+00:00,"Très déçue de la hotline de Cdiscount, alors que j'ai confirmation que mon ancien matériel sera repris, cela n'a pas été le cas.
J'avais pourtant bien pris le temps de les appeler pour être rassuré sur cette reprise.
Il s'agissait d'un matelas.
Donc méfiance quant à la notion mentionnée sur le site:
Reprise gratuite ce n'est pas le cas et c'est de l'information mensongère.
Suite à la réponse du site Cdiscount je précise qu'en aucun cas le transporteur ne voulait reprendre mon ancien matelas et que d'après lui je n'étais pas la seule dans ce cas-là, il connaissait d'autres clients qui subissaient le même sort à savoir que le site leur avait dit qu'on le reprenait l'ancien et que cela était faux...",Negative,Customer Service,0,"Très déçue de la hotline de Cdiscount Très déçue de la hotline de Cdiscount, alors que j'ai confirmation que mon ancien matériel sera repris, cela n'a pas été le cas.
J'avais pourtant bien pris le temps de les appeler pour être rassuré sur cette reprise.
Il s'agissait d'un matelas.
Donc méfiance quant à la notion mentionnée sur le site:
Reprise gratuite ce n'est pas le cas et c'est de l'information mensongère.
Suite à la réponse du site Cdiscount je précise qu'en aucun cas le transporteur ne voulait reprendre mon ancien matelas et que d'après lui je n'étais pas la seule dans ce cas-là, il connaissait d'autres clients qui subissaient le même sort à savoir que le site leur avait dit qu'on le reprenait l'ancien et que cela était faux..."
1549,grand choix  et livraison rapide et…,5,2024-03-04 00:00:00+00:00,grand choix  et livraison rapide et gratuite.tres satisfaite de mon achat,Positive,Shipping,1,grand choix  et livraison rapide et… grand choix  et livraison rapide et gratuite.tres satisfaite de mon achat
1550,déjà acheter énormément de chose sur se…,5,2023-12-12 00:00:00+00:00,déjà acheter énormément de chose sur se cite jamais de problème ou toujours2 une solution trouver  ,Negative,Customer Service,1,déjà acheter énormément de chose sur se… déjà acheter énormément de chose sur se cite jamais de problème ou toujours2 une solution trouver  
1551,Toujours mon problème de prélèvement du…,1,2024-02-17 00:00:00+00:00,"Toujours mon problème de prélèvement du montant d'une commande qui n'est pas passé et qui a bien été prélevée le 17 février. Aucun remboursement a ce jour ,malgré la réponse de CDISCOUT a mon message précédent.",Negative,Customer Service,0,"Toujours mon problème de prélèvement du… Toujours mon problème de prélèvement du montant d'une commande qui n'est pas passé et qui a bien été prélevée le 17 février. Aucun remboursement a ce jour ,malgré la réponse de CDISCOUT a mon message précédent."
1552,j'ai commande un telephone sur…,1,2024-01-21 00:00:00+00:00,j'ai commande un telephone sur cdiscount et le telephone ne marche pas bien le vendeur ne veut pas reparer le telephone et cdicount ne veut pas entendre parler de remboursement j'ai passe plusieurs commandes chez eux mais la Cdiscount me decois pour proteger un vendeur qui arnaque les gens ,Negative,Electronics,0,j'ai commande un telephone sur… j'ai commande un telephone sur cdiscount et le telephone ne marche pas bien le vendeur ne veut pas reparer le telephone et cdicount ne veut pas entendre parler de remboursement j'ai passe plusieurs commandes chez eux mais la Cdiscount me decois pour proteger un vendeur qui arnaque les gens 
1553,simple rapide et pas chère,5,2024-03-04 00:00:00+00:00,simple rapide et pas chère ,Neutral,Uncategorized,1,simple rapide et pas chère simple rapide et pas chère 
1554,facile,4,2024-03-04 00:00:00+00:00,operation facile beaucoup de choix,Negative,Uncategorized,1,facile operation facile beaucoup de choix
